Source,Target,Weight
netty/netty,redisson/redisson,1
naver/pinpoint,reactor/reactor-core,1
google/guice,googlemaps/android-maps-utils,1
TechEmpower/FrameworkBenchmarks,alibaba/fastjson,1
flyway/flyway,apache/beam,1
ctripcorp/apollo,reactor/reactor-core,1
btraceio/btrace,zxing/zxing,1
apache/tomcat,apache/storm,1
netty/netty,google/guice,1
square/okhttp,pmd/pmd,1
aurelhubert/ahbottomnavigation,ragunathjawahar/android-saripaar,1
rest-assured/rest-assured,mockito/mockito,1
ethereum/ethereumj,apache/incubator-skywalking,1
bazelbuild/bazel,facebook/litho,1
square/picasso,ReactiveX/RxJava,1
thingsboard/thingsboard,alibaba/fastjson,1
googlesamples/easypermissions,bazelbuild/bazel,1
JakeWharton/ThreeTenABP,square/javapoet,1
daimajia/AndroidSwipeLayout,ReactiveX/RxJava,1
facebook/litho,rzwitserloot/lombok,1
google/auto,googlesamples/android-testing,1
apache/cordova-android,spotify/helios,1
raphw/byte-buddy,openzipkin/zipkin,1
daimajia/AndroidSwipeLayout,bluelinelabs/Conductor,1
koral--/android-gif-drawable,spotify/helios,1
alibaba/ARouter,Activiti/Activiti,1
react-native-community/react-native-svg,facebook/facebook-android-sdk,1
apache/flink,apache/groovy,1
trello/RxLifecycle,JakeWharton/ThreeTenABP,1
facebook/litho,facebook/fresco,1
ReactiveX/RxJava,Activiti/Activiti,1
yanzhenjie/SwipeRecyclerView,huangyanbin/smartTable,1
resilience4j/resilience4j,ctripcorp/apollo,1
alibaba/fastjson,TechEmpower/FrameworkBenchmarks,1
Ashok-Varma/BottomNavigation,square/okhttp,1
apache/kylin,apache/lucene-solr,1
JakeWharton/ThreeTenABP,square/sqlbrite,1
CymChad/BaseRecyclerViewAdapterHelper,Tencent/tinker,1
rzwitserloot/lombok,java-native-access/jna,1
aurelhubert/ahbottomnavigation,MindorksOpenSource/android-interview-questions,1
spring-cloud/spring-cloud-netflix,mybatis/spring-boot-starter,1
LuckSiege/PictureSelector,CarGuo/GSYVideoPlayer,1
ReactiveX/RxAndroid,square/moshi,1
umano/AndroidSlidingUpPanel,chrisjenx/Calligraphy,1
spring-cloud/spring-cloud-netflix,spring-projects/spring-data-examples,1
bytedeco/javacv,bytedeco/javacpp,1
alibaba/canal,ChrisRM/material-theme-jetbrains,1
razerdp/BasePopup,lingochamp/FileDownloader,1
neo4j/neo4j,hazelcast/hazelcast,1
vavr-io/vavr,google/guice,1
pwittchen/ReactiveNetwork,spotify/helios,1
square/okhttp,Ashok-Varma/BottomNavigation,1
apache/hive,apache/groovy,1
square/sqlbrite,square/javapoet,1
apache/lucene-solr,apache/hive,1
reactor/reactor-core,zxing/zxing,1
raphw/byte-buddy,java-native-access/jna,1
libgdx/libgdx,google/ExoPlayer,1
uber/AutoDispose,thingsboard/thingsboard,1
btraceio/btrace,crate/crate,1
MinecraftForge/MinecraftForge,flyway/flyway,1
spring-projects/spring-boot,Netflix/Hystrix,1
prestodb/presto,apache/hive,1
goldze/MVVMHabit,LuckSiege/PictureSelector,1
evernote/android-job,ACRA/acra,1
btraceio/btrace,mockito/mockito,1
oblac/jodd,spring-projects/spring-framework,1
koral--/android-gif-drawable,crate/crate,1
OpenRefine/OpenRefine,apache/beam,1
woxingxiao/BubbleSeekBar,bumptech/glide,1
JanusGraph/janusgraph,pmd/pmd,1
LuckSiege/PictureSelector,alibaba/vlayout,1
CarGuo/GSYVideoPlayer,bumptech/glide,1
apache/jmeter,apache/zeppelin,1
jOOQ/jOOQ,vavr-io/vavr,1
facebook/react-native-fbsdk,facebook/fresco,1
JohnPersano/SuperToasts,zhihu/Matisse,1
openzipkin/zipkin,mockito/mockito,1
Graylog2/graylog2-server,dropwizard/dropwizard,1
youth5201314/banner,lygttpod/SuperTextView,1
airbnb/lottie-android,bumptech/glide,1
Netflix/ribbon,spring-cloud/spring-cloud-netflix,1
javaparser/javaparser,tronprotocol/java-tron,1
square/okhttp,JessYanCoding/MVPArms,1
apache/groovy,apache/ignite,1
apache/zeppelin,apache/kafka,1
resilience4j/resilience4j,ethereum/ethereumj,1
reactive-streams/reactive-streams-jvm,uber/AutoDispose,1
ChrisRM/material-theme-jetbrains,alibaba/fastjson,1
json-path/JsonPath,google/guice,1
alibaba/jvm-sandbox,Graylog2/graylog2-server,1
resilience4j/resilience4j,dropwizard/metrics,1
web3j/web3j,Activiti/Activiti,1
TheAlgorithms/Java,pmd/pmd,1
naver/pinpoint,spotify/helios,1
trello/RxLifecycle,ReactiveX/RxAndroid,1
googlesamples/google-services,realm/realm-java,1
aws/aws-sdk-java,xetorthio/jedis,1
apache/storm,apache/zeppelin,1
square/sqlbrite,ReactiveX/RxAndroid,1
apache/flink,apereo/cas,1
reactor/reactor-core,ctripcorp/apollo,1
apache/jmeter,ctripcorp/apollo,1
reactor/reactor-core,mockito/mockito,1
ctripcorp/apollo,apache/jmeter,1
JakeWharton/ThreeTenABP,JakeWharton/timber,1
amirzaidi/Launcher3,zxing/zxing,1
alibaba/druid,uber/AutoDispose,1
square/tape,square/moshi,1
raphw/byte-buddy,spring-projects/spring-boot,1
facebook/facebook-android-sdk,facebook/litho,1
koral--/android-gif-drawable,ACRA/acra,1
reactor/reactor-core,apache/cordova-android,1
ctripcorp/apollo,zxing/zxing,1
shwenzhang/AndResGuard,yanzhenjie/NoHttp,1
raphw/byte-buddy,square/javapoet,1
facebook/fresco,square/okhttp,1
springfox/springfox,apereo/cas,1
alibaba/fastjson,thingsboard/thingsboard,1
aws/aws-sdk-java,spring-projects/spring-boot,1
JakeWharton/butterknife,square/okhttp,1
resilience4j/resilience4j,apache/incubator-skywalking,1
apache/incubator-skywalking,apache/flink,1
square/leakcanary,google/auto,1
skylot/jadx,ReactiveX/RxJava,1
pwittchen/ReactiveNetwork,ctripcorp/apollo,1
MindorksOpenSource/android-mvp-architecture,amitshekhariitbhu/Android-Debug-Database,1
zhihu/Matisse,jeasonlzy/okhttp-OkGo,1
reactor/reactor-core,reactive-streams/reactive-streams-jvm,1
btraceio/btrace,spring-cloud/spring-cloud-netflix,1
resilience4j/resilience4j,NanoHttpd/nanohttpd,1
aurelhubert/ahbottomnavigation,XRecyclerView/XRecyclerView,1
apache/groovy,apache/tomcat,1
junit-team/junit4,mockito/mockito,1
junit-team/junit5,junit-team/junit4,1
zxing/zxing,crate/crate,1
flyway/flyway,alibaba/atlas,1
apache/hive,apache/ignite,1
google/auto,ReactiveX/RxAndroid,1
alibaba/ARouter,alibaba/canal,1
apache/cordova-android,koral--/android-gif-drawable,1
tronprotocol/java-tron,Freeyourgadget/Gadgetbridge,1
spring-projects/spring-boot,mockito/mockito,1
apereo/cas,OpenRefine/OpenRefine,1
spring-cloud/spring-cloud-netflix,zxing/zxing,1
hs-web/hsweb-framework,alibaba/druid,1
codecentric/spring-boot-admin,apache/rocketmq,1
apache/jmeter,apache/kafka,1
square/okhttp,jhy/jsoup,1
apache/ignite,apache/lucene-solr,1
zxing/zxing,pwittchen/ReactiveNetwork,1
apache/flink,CalebFenton/simplify,1
spockframework/spock,springfox/springfox,1
jOOQ/jOOQ,immutables/immutables,1
spring-projects/spring-data-examples,rest-assured/rest-assured,1
googlesamples/android-testing,googlesamples/easypermissions,1
javaee-samples/javaee7-samples,hazelcast/hazelcast,1
Activiti/Activiti,alibaba/canal,1
spotify/helios,btraceio/btrace,1
ReactiveX/RxJava,square/leakcanary,1
Activiti/Activiti,alibaba/fastjson,1
mockito/mockito,Graylog2/graylog2-server,1
didi/VirtualAPK,DroidPluginTeam/DroidPlugin,1
btraceio/btrace,pwittchen/ReactiveNetwork,1
crate/crate,spring-cloud/spring-cloud-netflix,1
confluentinc/ksql,keycloak/keycloak,1
apache/kylin,apache/zeppelin,1
alibaba/canal,thingsboard/thingsboard,1
square/okhttp,scwang90/SmartRefreshLayout,1
querydsl/querydsl,spring-projects/spring-data-examples,1
square/okhttp,facebook/fresco,1
realm/realm-java,daimajia/AndroidSwipeLayout,1
spring-projects/spring-boot,Netflix/archaius,1
spockframework/spock,oblac/jodd,1
apache/zookeeper,apache/hive,1
thingsboard/thingsboard,alibaba/jvm-sandbox,1
pwittchen/ReactiveNetwork,btraceio/btrace,1
google/guava,square/javapoet,1
alibaba/canal,flyway/flyway,1
thingsboard/thingsboard,alibaba/canal,1
alibaba/fastjson,flyway/flyway,1
LuckSiege/PictureSelector,zhihu/Matisse,1
johncarl81/parceler,alibaba/atlas,1
Netflix/ribbon,Netflix/Hystrix,1
sohutv/cachecloud,ctripcorp/apollo,1
square/sqlbrite,google/auto,1
YoKeyword/Fragmentation,Justson/AgentWeb,1
crate/crate,elastic/elasticsearch,1
ethereum/ethereumj,resilience4j/resilience4j,1
vavr-io/vavr,reactor/reactor-core,1
TechEmpower/FrameworkBenchmarks,hazelcast/hazelcast,1
apereo/cas,alibaba/ARouter,1
AsyncHttpClient/async-http-client,jfoenixadmin/JFoenix,1
querydsl/querydsl,dbeaver/dbeaver,1
lettuce-io/lettuce-core,brettwooldridge/HikariCP,1
alibaba/ARouter,MinecraftForge/MinecraftForge,1
mzule/ActivityRouter,alibaba/ARouter,1
zxing/zxing,yipianfengye/android-zxingLibrary,1
TeamNewPipe/NewPipe,Freeyourgadget/Gadgetbridge,1
bumptech/glide,material-components/material-components-android,1
naver/pinpoint,mockito/mockito,1
square/tape,square/picasso,1
apache/beam,junit-team/junit5,1
mockito/mockito,rest-assured/rest-assured,1
Netflix/ribbon,Netflix/eureka,1
Activiti/Activiti,oblac/jodd,1
apache/jmeter,apache/storm,1
elastic/elasticsearch,crate/crate,1
alibaba/druid,ctripcorp/apollo,1
mockito/mockito,spring-cloud/spring-cloud-netflix,1
square/tape,ReactiveX/RxAndroid,1
square/picasso,JakeWharton/ThreeTenABP,1
apache/incubator-skywalking,alibaba/druid,1
koral--/android-gif-drawable,bumptech/glide,1
gocd/gocd,perwendel/spark,1
alibaba/jvm-sandbox,thingsboard/thingsboard,1
square/dagger,square/retrofit,1
lingochamp/FileDownloader,AriaLyy/Aria,1
apache/beam,bazelbuild/bazel,1
davideas/FlexibleAdapter,JohnPersano/SuperToasts,1
square/okhttp,mikepenz/FastAdapter,1
Justson/AgentWeb,Blankj/AndroidUtilCode,1
scwang90/SmartRefreshLayout,Yalantis/uCrop,1
netty/netty,apache/kafka,1
JakeWharton/RxRelay,daimajia/AndroidSwipeLayout,1
apache/ignite,apache/groovy,1
daimajia/AndroidSwipeLayout,realm/realm-java,1
apache/groovy,apache/flink,1
reactive-streams/reactive-streams-jvm,reactor/reactor-core,1
koral--/android-gif-drawable,apache/cordova-android,1
CymChad/BaseRecyclerViewAdapterHelper,yipianfengye/android-zxingLibrary,1
ctripcorp/apollo,alibaba/druid,1
google/guice,JanusGraph/janusgraph,1
alibaba/ARouter,uber/AutoDispose,1
apache/rocketmq,apache/storm,1
trello/RxLifecycle,requery/requery,1
didi/VirtualAPK,Qihoo360/RePlugin,1
fanrunqi/MaterialLogin,stfalcon-studio/ChatKit,1
codecentric/spring-boot-admin,apache/incubator-skywalking,1
reactor/reactor-core,crate/crate,1
bumptech/glide,woxingxiao/BubbleSeekBar,1
apereo/cas,alibaba/fastjson,1
google/gson,JakeWharton/ThreeTenABP,1
flyway/flyway,alibaba/jvm-sandbox,1
languagetool-org/languagetool,dbeaver/dbeaver,1
alibaba/canal,alibaba/fastjson,1
Clans/FloatingActionButton,futuresimple/android-floating-action-button,1
crazycodeboy/TakePhoto,Jasonchenlijian/FastBle,1
JakeWharton/butterknife,ReactiveX/RxAndroid,1
apereo/cas,apache/rocketmq,1
oblac/jodd,spockframework/spock,1
ctripcorp/apollo,koral--/android-gif-drawable,1
Freeyourgadget/Gadgetbridge,TeamNewPipe/NewPipe,1
elastic/elasticsearch,hibernate/hibernate-orm,1
eirslett/frontend-maven-plugin,apache/zeppelin,1
google/auto,square/moshi,1
FasterXML/jackson-databind,eishay/jvm-serializers,1
square/leakcanary,square/sqlbrite,1
robinhood/ticker,square/moshi,1
googlesamples/android-testing,google/gson,1
weibocom/motan,alibaba/jstorm,1
apache/zeppelin,apache/lucene-solr,1
abel533/Mapper,alibaba/jvm-sandbox,1
yanzhenjie/NoHttp,yanzhenjie/AndPermission,1
spring-cloud/spring-cloud-netflix,mockito/mockito,1
redisson/redisson,netty/netty,1
pwittchen/ReactiveNetwork,reactor/reactor-core,1
oblac/jodd,ReactiveX/RxJava,1
apache/flink,apache/tomcat,1
google/guice,json-path/JsonPath,1
spring-cloud/spring-cloud-netflix,ctripcorp/apollo,1
realm/realm-java,zhihu/Matisse,1
TeamNewPipe/NewPipe,ThirtyDegreesRay/OpenHub,1
apache/flink,elastic/elasticsearch,1
firebase/quickstart-android,bazelbuild/bazel,1
square/moshi,JakeWharton/butterknife,1
junit-team/junit5,netty/netty,1
alibaba/atlas,apereo/cas,1
alibaba/druid,springfox/springfox,1
google/closure-compiler,google/gson,1
square/okhttp,FasterXML/jackson-databind,1
alibaba/jvm-sandbox,alibaba/ARouter,1
jersey/jersey,elastic/elasticsearch,1
crate/crate,mockito/mockito,1
lets-blade/blade,alibaba/fastjson,1
facebook/buck,wix/react-native-navigation,1
spring-projects/spring-framework,spring-projects/spring-petclinic,1
apache/tomcat,apache/groovy,1
square/javapoet,yanzhenjie/NoHttp,1
springfox/springfox,ReactiveX/RxJava,1
google/auto,JakeWharton/ThreeTenABP,1
netty/netty,neo4j/neo4j,1
hibernate/hibernate-orm,elastic/elasticsearch,1
chrisjenx/Calligraphy,crazycodeboy/react-native-splash-screen,1
pmd/pmd,rzwitserloot/lombok,1
tbruyelle/RxPermissions,davideas/FlexibleAdapter,1
google/guava,ReactiveX/RxJava,1
square/tape,JakeWharton/timber,1
spockframework/spock,web3j/web3j,1
apache/rocketmq,ctripcorp/apollo,1
hibernate/hibernate-orm,rzwitserloot/lombok,1
graphql-java/graphql-java,dropwizard/dropwizard,1
xetorthio/jedis,alibaba/jstorm,1
MindorksOpenSource/android-interview-questions,PhilJay/MPAndroidChart,1
antlr/antlr4,eclipse/jetty.project,1
orhanobut/logger,goldze/MVVMHabit,1
JanusGraph/janusgraph,json-path/JsonPath,1
swagger-api/swagger-core,springfox/springfox,1
JessYanCoding/MVPArms,H07000223/FlycoTabLayout,1
CymChad/BaseRecyclerViewAdapterHelper,cymcsg/UltimateRecyclerView,1
YoKeyword/Fragmentation,alibaba/freeline,1
square/okhttp,openzipkin/zipkin,1
Activiti/Activiti,lettuce-io/lettuce-core,1
spring-projects/spring-boot,apache/tomcat,1
querydsl/querydsl,FasterXML/jackson-databind,1
apache/tomcat,apache/kafka,1
eirslett/frontend-maven-plugin,netty/netty,1
JakeWharton/ThreeTenABP,square/tape,1
spring-projects/spring-framework,gocd/gocd,1
vert-x3/vertx-examples,jenkinsci/jenkins,1
JakeWharton/RxRelay,ReactiveX/RxJava,1
square/retrofit,JakeWharton/butterknife,1
pwittchen/ReactiveNetwork,apache/jmeter,1
luckybilly/CC,alibaba/ARouter,1
ReactiveX/RxJava,reactive-streams/reactive-streams-jvm,1
testcontainers/testcontainers-java,netty/netty,1
apache/jmeter,crate/crate,1
uber/AutoDispose,alibaba/jvm-sandbox,1
googlesamples/android-testing,google/ExoPlayer,1
JessYanCoding/MVPArms,wdullaer/MaterialDateTimePicker,1
h2oai/h2o-3,apache/zeppelin,1
alibaba/fastjson,Graylog2/graylog2-server,1
square/moshi,square/leakcanary,1
zxing/zxing,objectbox/objectbox-java,1
mockito/mockito,ctripcorp/apollo,1
google/guava,netty/netty,1
codecentric/spring-boot-admin,resilience4j/resilience4j,1
airbnb/lottie-android,TeamNewPipe/NewPipe,1
apache/jmeter,apache/ignite,1
apache/lucene-solr,apache/zookeeper,1
square/okhttp,ReactiveX/RxAndroid,1
google/guice,pmd/pmd,1
mockito/mockito,zxing/zxing,1
cymcsg/UltimateRecyclerView,CymChad/BaseRecyclerViewAdapterHelper,1
web3j/web3j,oblac/jodd,1
google/closure-compiler,googlesamples/easypermissions,1
LitePalFramework/LitePal,guolindev/booksource,1
apache/flink,confluentinc/ksql,1
ReactiveX/RxAndroid,square/tape,1
H07000223/FlycoTabLayout,JessYanCoding/MVPArms,1
web3j/web3j,ReactiveX/RxJava,1
perwendel/spark,JakeWharton/DiskLruCache,1
spring-projects/spring-boot,Netflix/zuul,1
ReactiveX/RxJava,uber/AutoDispose,1
woxingxiao/BubbleSeekBar,mikepenz/FastAdapter,1
apache/ignite,apache/jmeter,1
bazelbuild/bazel,rstudio/rstudio,1
ReactiveX/RxJava,brettwooldridge/HikariCP,1
netty/netty,oblac/jodd,1
amitshekhariitbhu/Android-Debug-Database,MindorksOpenSource/android-interview-questions,1
h2oai/h2o-3,eirslett/frontend-maven-plugin,1
wix/react-native-navigation,crazycodeboy/react-native-splash-screen,1
apache/jmeter,apache/lucene-solr,1
spring-cloud/spring-cloud-netflix,crate/crate,1
apache/kafka,apache/groovy,1
openzipkin/zipkin,eirslett/frontend-maven-plugin,1
permissions-dispatcher/PermissionsDispatcher,gongwen/MarqueeViewLibrary,1
google/ExoPlayer,libgdx/libgdx,1
jersey/jersey,spockframework/spock,1
google/ExoPlayer,pili-engineering/PLDroidPlayer,1
google/guice,vavr-io/vavr,1
square/dagger,square/moshi,1
resilience4j/resilience4j,apereo/cas,1
WritingMinds/ffmpeg-android-java,gyf-dev/ImmersionBar,1
thingsboard/thingsboard,flyway/flyway,1
apache/flink,ctripcorp/apollo,1
JakeWharton/timber,ReactiveX/RxAndroid,1
square/retrofit,JakeWharton/ThreeTenABP,1
CalebFenton/simplify,apereo/cas,1
google/ExoPlayer,googlesamples/android-testing,1
square/tape,square/sqlbrite,1
hs-web/hsweb-framework,spring-projects/spring-boot,1
airbnb/lottie-android,JakeWharton/ThreeTenABP,1
JakeWharton/DiskLruCache,perwendel/spark,1
google/guava,junit-team/junit5,1
ctripcorp/apollo,naver/pinpoint,1
facebook/litho,facebook/facebook-android-sdk,1
YoKeyword/Fragmentation,Jasonchenlijian/FastBle,1
powermock/powermock,mockito/mockito,1
square/tape,ReactiveX/RxJava,1
Blankj/AndroidUtilCode,Justson/AgentWeb,1
Konloch/bytecode-viewer,arduino/Arduino,1
eirslett/frontend-maven-plugin,h2oai/h2o-3,1
JakeWharton/ThreeTenABP,square/okhttp,1
MinecraftForge/MinecraftForge,alibaba/jvm-sandbox,1
junit-team/junit5,square/javapoet,1
facebook/facebook-android-sdk,facebook/fresco,1
openzipkin/zipkin,square/okhttp,1
kabouzeid/Phonograph,kdn251/interviews,1
youth5201314/banner,alibaba/vlayout,1
zhihu/Matisse,JohnPersano/SuperToasts,1
apereo/cas,springfox/springfox,1
wix/react-native-navigation,facebook/react-native-fbsdk,1
rzwitserloot/lombok,hibernate/hibernate-orm,1
spring-projects/spring-petclinic,rabbitmq/rabbitmq-tutorials,1
koral--/android-gif-drawable,ctripcorp/apollo,1
FasterXML/jackson-databind,springfox/springfox,1
aritraroy/PatternLockView,aritraroy/UltimateAndroidReference,1
MinecraftForge/MinecraftForge,Activiti/Activiti,1
jprante/elasticsearch-jdbc,floragunncom/search-guard,1
alibaba/canal,alibaba/atlas,1
square/leakcanary,ReactiveX/RxJava,1
spring-projects/spring-boot,dropwizard/metrics,1
square/okhttp,JakeWharton/timber,1
apache/tomcat,spring-projects/spring-boot,1
naver/pinpoint,apache/rocketmq,1
realm/realm-java,material-components/material-components-android,1
apache/cordova-android,btraceio/btrace,1
crate/crate,btraceio/btrace,1
mrniko/netty-socketio,netty/netty,1
elastic/elasticsearch,jersey/jersey,1
prestodb/presto,Alluxio/alluxio,1
apache/kylin,apache/jmeter,1
spotify/helios,apache/jmeter,1
dropwizard/dropwizard,naver/pinpoint,1
crazyandcoder/citypicker,ChrisRM/material-theme-jetbrains,1
apache/hive,apache/zookeeper,1
jenkinsci/jenkins,vert-x3/vertx-examples,1
oblac/jodd,skylot/jadx,1
alibaba/fastjson,apache/rocketmq,1
bluelinelabs/Conductor,daimajia/AndroidSwipeLayout,1
vert-x3/vertx-examples,netty/netty,1
CarGuo/GSYVideoPlayer,CymChad/BaseRecyclerViewAdapterHelper,1
junit-team/junit5,google/guava,1
alibaba/fastjson,lets-blade/blade,1
vavr-io/vavr,jOOQ/jOOQ,1
apache/kafka,elastic/elasticsearch,1
NLPchina/ansj_seg,NLPchina/elasticsearch-sql,1
pmd/pmd,TheAlgorithms/Java,1
Activiti/Activiti,alibaba/ARouter,1
openzipkin/zipkin,raphw/byte-buddy,1
mockito/mockito,pushtorefresh/storio,1
futuresimple/android-floating-action-button,aurelhubert/ahbottomnavigation,1
gyf-dev/ImmersionBar,WritingMinds/ffmpeg-android-java,1
uber/AutoDispose,flyway/flyway,1
spring-projects/spring-framework,reactor/reactor-core,1
google/ExoPlayer,bazelbuild/bazel,1
rzwitserloot/lombok,TechEmpower/FrameworkBenchmarks,1
apache/kafka,apache/tomcat,1
pushtorefresh/storio,ctripcorp/apollo,1
ragunathjawahar/android-saripaar,aurelhubert/ahbottomnavigation,1
jOOQ/jOOQ,flyway/flyway,1
pushtorefresh/storio,apache/jmeter,1
google/ExoPlayer,alibaba/fastjson,1
Konloch/bytecode-viewer,guardianproject/haven,1
alibaba/atlas,thingsboard/thingsboard,1
floragunncom/search-guard,jprante/elasticsearch-jdbc,1
apache/groovy,apache/kafka,1
AsyncHttpClient/async-http-client,netty/netty,1
JessYanCoding/MVPArms,scwang90/SmartRefreshLayout,1
spring-projects/spring-boot,rabbitmq/rabbitmq-tutorials,1
google/closure-compiler,google/auto,1
bluelinelabs/Conductor,JakeWharton/RxRelay,1
greenrobot/EventBus,ACRA/acra,1
apache/hive,apache/kafka,1
JanusGraph/janusgraph,google/guice,1
flyway/flyway,jOOQ/jOOQ,1
spring-cloud/spring-cloud-netflix,btraceio/btrace,1
apache/kafka,apache/jmeter,1
uber/AutoDispose,apereo/cas,1
apache/beam,OpenRefine/OpenRefine,1
material-components/material-components-android,JakeWharton/butterknife,1
netty/netty,reactor/reactor-core,1
querydsl/querydsl,google/guice,1
google/ExoPlayer,bytedeco/javacv,1
pushtorefresh/storio,airbnb/epoxy,1
NanoHttpd/nanohttpd,apache/incubator-skywalking,1
google/ExoPlayer,googlemaps/android-maps-utils,1
JakeWharton/ThreeTenABP,TeamNewPipe/NewPipe,1
yanzhenjie/Album,square/javapoet,1
crazycodeboy/TakePhoto,Justson/AgentWeb,1
pushtorefresh/storio,reactor/reactor-core,1
naver/pinpoint,btraceio/btrace,1
uber/AutoDispose,Activiti/Activiti,1
pmd/pmd,spockframework/spock,1
apache/zeppelin,apache/hadoop,1
keycloak/keycloak,spring-projects/spring-data-examples,1
alibaba/canal,ctripcorp/apollo,1
google/guava,googlesamples/android-testing,1
skylot/jadx,Activiti/Activiti,1
apache/hive,apache/flink,1
google/gson,skylot/jadx,1
google/ExoPlayer,AltBeacon/android-beacon-library,1
apache/zookeeper,apache/groovy,1
square/javapoet,yanzhenjie/AndPermission,1
Activiti/Activiti,OpenRefine/OpenRefine,1
JakeWharton/timber,google/auto,1
prestodb/presto,json-path/JsonPath,1
Graylog2/graylog2-server,uber/AutoDispose,1
oblac/jodd,springfox/springfox,1
Netflix/zuul,spring-projects/spring-boot,1
apache/ignite,apache/storm,1
CymChad/BaseRecyclerViewAdapterHelper,objectbox/objectbox-java,1
rzwitserloot/lombok,querydsl/querydsl,1
googlemaps/android-maps-utils,google/auto,1
CymChad/BaseRecyclerViewAdapterHelper,Meituan-Dianping/Robust,1
thingsboard/thingsboard,MinecraftForge/MinecraftForge,1
flyway/flyway,alibaba/canal,1
google/gson,JakeWharton/butterknife,1
cglib/cglib,openzipkin/zipkin,1
Netflix/Hystrix,spring-projects/spring-boot,1
apache/lucene-solr,apache/tomcat,1
google/ExoPlayer,daniulive/SmarterStreaming,1
square/okhttp,MinecraftForge/MinecraftForge,1
objectbox/objectbox-java,chennaione/sugar,1
netty/netty,brettwooldridge/HikariCP,1
JessYanCoding/MVPArms,square/okhttp,1
oracle/graal,oracle/opengrok,1
apereo/cas,uber/AutoDispose,1
square/leakcanary,JakeWharton/butterknife,1
SeleniumHQ/selenium,apache/jmeter,1
square/javapoet,JakeWharton/ThreeTenABP,1
reactor/reactor-core,netty/netty,1
ReactiveX/RxAndroid,JakeWharton/timber,1
ctripcorp/apollo,ethereum/ethereumj,1
ChrisRM/material-theme-jetbrains,alibaba/canal,1
tbruyelle/RxPermissions,objectbox/objectbox-java,1
brettwooldridge/HikariCP,web3j/web3j,1
googlesamples/easypermissions,googlesamples/android-testing,1
square/okhttp,Tencent/GT,1
OpenRefine/OpenRefine,elastic/elasticsearch,1
zaproxy/zaproxy,aws/aws-sdk-java,1
JakeWharton/butterknife,uber/AutoDispose,1
apache/storm,apache/tomcat,1
bytedeco/javacpp,bytedeco/javacv,1
dbeaver/dbeaver,querydsl/querydsl,1
codecentric/spring-boot-admin,ctripcorp/apollo,1
Jasonchenlijian/FastBle,YoKeyword/Fragmentation,1
grpc/grpc-java,junit-team/junit4,1
apache/incubator-skywalking,openzipkin/zipkin,1
CalebFenton/simplify,codecentric/spring-boot-admin,1
googlesamples/android-testing,googlemaps/android-maps-utils,1
JakeWharton/butterknife,bumptech/glide,1
uber/AutoDispose,ReactiveX/RxJava,1
apache/jmeter,pwittchen/ReactiveNetwork,1
Curzibn/Luban,SeleniumHQ/selenium,1
yanzhenjie/NoHttp,Konloch/bytecode-viewer,1
google/ExoPlayer,lipangit/JiaoZiVideoPlayer,1
googlemaps/android-maps-utils,google/closure-compiler,1
bumptech/glide,CarGuo/GSYVideoPlayer,1
alibaba/druid,prestodb/presto,1
apereo/cas,thingsboard/thingsboard,1
alibaba/canal,uber/AutoDispose,1
google/auto,square/okhttp,1
hackware1993/MagicIndicator,daimajia/AndroidImageSlider,1
alibaba/canal,apereo/cas,1
crate/crate,pwittchen/ReactiveNetwork,1
googlesamples/easypermissions,material-components/material-components-android,1
luojilab/DDComponentForAndroid,square/okhttp,1
ctripcorp/apollo,sohutv/cachecloud,1
junit-team/junit5,raphw/byte-buddy,1
alibaba/fastjson,MinecraftForge/MinecraftForge,1
apereo/cas,MinecraftForge/MinecraftForge,1
chanjarster/weixin-java-tools,spring-projects/spring-boot,1
google/auto,square/sqlbrite,1
pwittchen/ReactiveNetwork,mockito/mockito,1
mikepenz/MaterialDrawer,mikepenz/AboutLibraries,1
alibaba/fastjson,alibaba/canal,1
owncloud/android,siacs/Conversations,1
Graylog2/graylog2-server,alibaba/ARouter,1
openzipkin/zipkin,netty/netty,1
apereo/cas,codecentric/spring-boot-admin,1
rzwitserloot/lombok,pmd/pmd,1
brettwooldridge/HikariCP,lettuce-io/lettuce-core,1
JakeWharton/butterknife,Justson/AgentWeb,1
apache/zeppelin,apache/storm,1
square/moshi,Tencent/tinker,1
crate/crate,spotify/helios,1
reactor/reactor-core,spring-projects/spring-data-examples,1
square/tape,square/okhttp,1
wasabeef/glide-transformations,JakeWharton/ThreeTenABP,1
apache/groovy,apache/kylin,1
alibaba/canal,MinecraftForge/MinecraftForge,1
naver/pinpoint,ctripcorp/apollo,1
undertow-io/undertow,brettwooldridge/HikariCP,1
junit-team/junit5,google/auto,1
rabbitmq/rabbitmq-tutorials,spring-projects/spring-data-examples,1
alibaba/DataX,azkaban/azkaban,1
alibaba/druid,querydsl/querydsl,1
spring-projects/spring-framework,spring-projects/spring-data-examples,1
crate/crate,reactor/reactor-core,1
spring-cloud/spring-cloud-netflix,apache/jmeter,1
uber/AutoDispose,Graylog2/graylog2-server,1
realm/realm-java,googlesamples/google-services,1
evernote/android-job,davideas/FlexibleAdapter,1
cglib/cglib,google/guice,1
spring-cloud/spring-cloud-netflix,rabbitmq/rabbitmq-tutorials,1
hazelcast/hazelcast,javaee-samples/javaee7-samples,1
netty/netty,junit-team/junit4,1
