name,repo_name,login,contributions
journeyapps/zxing-android-embedded,journeyapps/zxing-android-embedded,TheGratefulDev,1
SeleniumHQ/selenium,SeleniumHQ/selenium,dnknitro,1
react-native-community/react-native-camera,react-native-community/react-native-camera,stefalda,1
sparklemotion/nokogiri,sparklemotion/nokogiri,McRaeAlex,1
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,irfansener,1
apache/rocketmq,apache/rocketmq,Jaskey,1
apache/zeppelin,apache/zeppelin,jan0sch,1
pagehelper/Mybatis-PageHelper,pagehelper/Mybatis-PageHelper,glenn2wang,1
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,gigaherz,1
eugenp/tutorials,eugenp/tutorials,SeunMatt,1
Konloch/bytecode-viewer,Konloch/bytecode-viewer,imknown,1
JakeWharton/butterknife,JakeWharton/butterknife,jesrielrada,1
ChrisRM/material-theme-jetbrains,ChrisRM/material-theme-jetbrains,GeeksEmpireNet,1
cglib/cglib,cglib/cglib,rtenhove,1
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,winnebagel,1
janishar/mit-deep-learning-book-pdf,janishar/mit-deep-learning-book-pdf,koorgoo,1
tronprotocol/java-tron,tronprotocol/java-tron,penrique,1
termux/termux-app,termux/termux-app,asynio,1
bumptech/glide,bumptech/glide,godfrednanaowusu,1
wix/react-native-navigation,wix/react-native-navigation,AliAlturbaq,1
wix/react-native-navigation,wix/react-native-navigation,yaibait,1
spring-projects/spring-boot,spring-projects/spring-boot,mikeloll,1
Jasonchenlijian/FastBle,Jasonchenlijian/FastBle,okmin3,1
realm/realm-java,realm/realm-java,nganthony,1
apache/incubator-skywalking,apache/incubator-skywalking,wongyM,1
yarolegovich/DiscreteScrollView,yarolegovich/DiscreteScrollView,yarolegovich,1
square/okhttp,square/okhttp,iamthevoid,1
jhy/jsoup,jhy/jsoup,marvk,1
hibernate/hibernate-orm,hibernate/hibernate-orm,aguibert,1
shwenzhang/AndResGuard,shwenzhang/AndResGuard,hellokugo,1
Netflix/Hystrix,Netflix/Hystrix,mattnelson,1
daimajia/AndroidSwipeLayout,daimajia/AndroidSwipeLayout,gavinliu,1
amirzaidi/Launcher3,amirzaidi/Launcher3,5N44P,1
springfox/springfox,springfox/springfox,kintomiko,1
xcc3641/SeeWeather,xcc3641/SeeWeather,MrHeer,1
openhab/openhab1-addons,openhab/openhab1-addons,crystollic,1
square/leakcanary,square/leakcanary,Sinapse87,1
react-native-community/react-native-camera,react-native-community/react-native-camera,stevecarpenter,1
termux/termux-app,termux/termux-app,moldabekov,1
facebook/buck,facebook/buck,JoakimCh,1
jMonkeyEngine/jmonkeyengine,jMonkeyEngine/jmonkeyengine,gouessej,1
google/ExoPlayer,google/ExoPlayer,AfzalivE,1
google/closure-compiler,google/closure-compiler,SLaks,1
Ashok-Varma/BottomNavigation,Ashok-Varma/BottomNavigation,arronvera,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,Yaghiyah,1
ReactiveX/RxJava,ReactiveX/RxJava,RikkiGibson,1
neo4j/neo4j,neo4j/neo4j,cjdaly,1
Tencent/GT,Tencent/GT,gdky005,1
spring-projects/spring-boot,spring-projects/spring-boot,hantsy,1
gephi/gephi,gephi/gephi,jbliesener,1
naver/pinpoint,naver/pinpoint,chuanyi-fang,1
Netflix/zuul,Netflix/zuul,RickFanta-Cable,1
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,xinyangcuncun,1
elastic/elasticsearch,elastic/elasticsearch,TpClark,1
stanfordnlp/CoreNLP,stanfordnlp/CoreNLP,maziyarpanahi,1
mikepenz/MaterialDrawer,mikepenz/MaterialDrawer,iToxicDeveloper,1
powermock/powermock,powermock/powermock,thekingnothing,1
google/ExoPlayer,google/ExoPlayer,zsmatyas,1
thingsboard/thingsboard,thingsboard/thingsboard,m0rt3nlund,1
rstudio/rstudio,rstudio/rstudio,rsangole,1
ben-manes/caffeine,ben-manes/caffeine,agoston,1
LitePalFramework/LitePal,LitePalFramework/LitePal,Htryhard,1
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,Guichaguri,1
mikepenz/MaterialDrawer,mikepenz/MaterialDrawer,achievegame,1
siacs/Conversations,siacs/Conversations,Kandr0s,1
naver/pinpoint,naver/pinpoint,fddOs,1
tronprotocol/java-tron,tronprotocol/java-tron,lostick,1
airbnb/lottie-android,airbnb/lottie-android,perky,1
dbeaver/dbeaver,dbeaver/dbeaver,simonedelmonte92,1
SeleniumHQ/selenium,SeleniumHQ/selenium,Johnsavadkuhi,1
alamkanak/Android-Week-View,alamkanak/Android-Week-View,jaydeep911,1
eugenp/tutorials,eugenp/tutorials,brunotorrao,1
linkedin/databus,linkedin/databus,davidvit,1
dbeaver/dbeaver,dbeaver/dbeaver,knoxyz,1
81813780/AVLoadingIndicatorView,81813780/AVLoadingIndicatorView,Pranoy1c,1
ReactiveX/RxAndroid,ReactiveX/RxAndroid,huangruiLearn,1
brettwooldridge/HikariCP,brettwooldridge/HikariCP,grillorafael,1
oracle/graal,oracle/graal,chrisseaton,1
keycloak/keycloak,keycloak/keycloak,iigorr,1
react-native-community/react-native-video,react-native-community/react-native-video,dayudodo,1
skylot/jadx,skylot/jadx,Qrilee,1
java-native-access/jna,java-native-access/jna,wltjr,1
crazyandcoder/citypicker,crazyandcoder/citypicker,lamandys,1
wix/react-native-navigation,wix/react-native-navigation,simonmitchell,1
siacs/Conversations,siacs/Conversations,jkrenzer,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,kamilj,1
google/ExoPlayer,google/ExoPlayer,jazimm,1
google/google-authenticator,google/google-authenticator,Brianetta,1
facebook/litho,facebook/litho,IgorGanapolsky,1
Netflix/eureka,Netflix/eureka,fredboutin,1
crazycodeboy/react-native-splash-screen,crazycodeboy/react-native-splash-screen,supermanxiacheng,1
rstudio/rstudio,rstudio/rstudio,Sudhansu1989,1
oblac/jodd,oblac/jodd,zqq90,1
elastic/elasticsearch,elastic/elasticsearch,antboll,1
neo4j/neo4j,neo4j/neo4j,lhesterberg,1
SeleniumHQ/selenium,SeleniumHQ/selenium,llaskin,1
jersey/jersey,jersey/jersey,cocobey73,1
amirzaidi/Launcher3,amirzaidi/Launcher3,paulocns,1
dbeaver/dbeaver,dbeaver/dbeaver,chrisdabel,1
netty/netty,netty/netty,jamiemchow,1
google/guice,google/guice,lextiz,1
orientechnologies/orientdb,orientechnologies/orientdb,futureglorydev,1
firebase/quickstart-android,firebase/quickstart-android,jermainec,1
code4craft/webmagic,code4craft/webmagic,xieahui,1
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,Cyprex,1
material-components/material-components-android,material-components/material-components-android,pingpongboss,1
JakeWharton/butterknife,JakeWharton/butterknife,configurer,1
firebase/quickstart-android,firebase/quickstart-android,himangipatel,1
apache/kylin,apache/kylin,AIKiller,1
journeyapps/zxing-android-embedded,journeyapps/zxing-android-embedded,romaopedro,1
google/auto,google/auto,matan129,1
hazelcast/hazelcast,hazelcast/hazelcast,bhagathk,1
Netflix/eureka,Netflix/eureka,JavierOrtuno,1
square/moshi,square/moshi,u-nation,1
umano/AndroidSlidingUpPanel,umano/AndroidSlidingUpPanel,komayip,1
elastic/elasticsearch,elastic/elasticsearch,vgrange,1
spockframework/spock,spockframework/spock,OsaSoft,1
junit-team/junit5,junit-team/junit5,jlink,1
thingsboard/thingsboard,thingsboard/thingsboard,ram1505,1
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,hiyelbaz,1
lingochamp/FileDownloader,lingochamp/FileDownloader,didikeeLunaon,1
amirzaidi/Launcher3,amirzaidi/Launcher3,tusharsoni08,1
bazelbuild/bazel,bazelbuild/bazel,ddwolf,1
apache/kafka,apache/kafka,gitlw,1
FasterXML/jackson-databind,FasterXML/jackson-databind,thebehera,1
rzwitserloot/lombok,rzwitserloot/lombok,cleciusjm,1
owncloud/android,owncloud/android,nasli,1
ReactiveX/RxJava,ReactiveX/RxJava,skpaik,1
square/okhttp,square/okhttp,gkrists,1
oracle/graal,oracle/graal,cboddy,1
firebase/quickstart-android,firebase/quickstart-android,GiHutb,1
google/tink,google/tink,jedi-tester,1
JakeWharton/butterknife,JakeWharton/butterknife,kylannjohnson,1
skylot/jadx,skylot/jadx,Smalceson,1
elastic/elasticsearch,elastic/elasticsearch,dmzgxl,1
jeasonlzy/okhttp-OkGo,jeasonlzy/okhttp-OkGo,a237112263,1
eclipse/che,eclipse/che,gregar,1
bumptech/glide,bumptech/glide,ygnessin,1
arcadefire/nice-spinner,arcadefire/nice-spinner,hyy12345678,1
ReactiveX/RxJava,ReactiveX/RxJava,Zhuinden,1
react-native-community/react-native-svg,react-native-community/react-native-svg,deantes,1
apache/hadoop,apache/hadoop,gehaijiang,1
greenrobot/greenDAO,greenrobot/greenDAO,wangyuan0217,1
ReactiveX/RxJava,ReactiveX/RxJava,ValCanBuild,1
pmd/pmd,pmd/pmd,kenji21,1
termux/termux-app,termux/termux-app,blowUA,1
florent37/CameraFragment,florent37/CameraFragment,einschneidend,1
gephi/gephi,gephi/gephi,vitorhorta,1
rzwitserloot/lombok,rzwitserloot/lombok,nuessgens,1
hibernate/hibernate-orm,hibernate/hibernate-orm,langfr,1
socketio/socket.io-client-java,socketio/socket.io-client-java,efkan,1
cryptomator/cryptomator,cryptomator/cryptomator,ray-mints,1
crazycodeboy/react-native-splash-screen,crazycodeboy/react-native-splash-screen,ABKZR,1
rabbitmq/rabbitmq-tutorials,rabbitmq/rabbitmq-tutorials,SamyGhannad,1
dbeaver/dbeaver,dbeaver/dbeaver,BertieFulton,1
alibaba/fastjson,alibaba/fastjson,likaimelody,1
aurelhubert/ahbottomnavigation,aurelhubert/ahbottomnavigation,bismert,1
Qihoo360/RePlugin,Qihoo360/RePlugin,qingyongai,1
oracle/opengrok,oracle/opengrok,Suwadith,1
tronprotocol/java-tron,tronprotocol/java-tron,jameslouiz,1
rstudio/rstudio,rstudio/rstudio,harryprince,1
Activiti/Activiti,Activiti/Activiti,mteodori,1
youth5201314/banner,youth5201314/banner,yangjinke,1
thingsboard/thingsboard,thingsboard/thingsboard,thangarajan8,1
DrKLO/Telegram,DrKLO/Telegram,Bubu,1
tronprotocol/java-tron,tronprotocol/java-tron,Rydesaur,1
springfox/springfox,springfox/springfox,Kev1nDwx,1
dropwizard/metrics,dropwizard/metrics,jplock,1
reactor/reactor-core,reactor/reactor-core,Azbesciak,1
square/leakcanary,square/leakcanary,ckwcc,1
signalapp/Signal-Android,signalapp/Signal-Android,jimbudarz,1
tronprotocol/java-tron,tronprotocol/java-tron,fayimora,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,trashCoder555,1
Justson/AgentWeb,Justson/AgentWeb,DuoLa512,1
alibaba/fastjson,alibaba/fastjson,ywlLinux,1
jeasonlzy/NineGridView,jeasonlzy/NineGridView,ZongXiaoRu,1
zo0r/react-native-push-notification,zo0r/react-native-push-notification,zootopia106,1
hibernate/hibernate-orm,hibernate/hibernate-orm,randymay,1
arcadefire/nice-spinner,arcadefire/nice-spinner,baohexin,1
alibaba/atlas,alibaba/atlas,sony9997,1
Qihoo360/RePlugin,Qihoo360/RePlugin,WalkerGH,1
CarGuo/GSYVideoPlayer,CarGuo/GSYVideoPlayer,ruzhan123,1
runelite/runelite,runelite/runelite,Shadowrs,1
jersey/jersey,jersey/jersey,rajucet11,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,rworsnop,1
naver/pinpoint,naver/pinpoint,FredDeschenes,1
android10/Android-CleanArchitecture,android10/Android-CleanArchitecture,Deep21,1
MiguelCatalan/MaterialSearchView,MiguelCatalan/MaterialSearchView,niharikasah,1
apereo/cas,apereo/cas,thinijeya,1
react-native-community/react-native-svg,react-native-community/react-native-svg,xutm,1
cryptomator/cryptomator,cryptomator/cryptomator,TommiG2,1
keycloak/keycloak,keycloak/keycloak,blazejkw,1
react-native-community/react-native-camera,react-native-community/react-native-camera,qq326646683,1
square/okhttp,square/okhttp,hidroh,1
wix/react-native-navigation,wix/react-native-navigation,martincarrera,1
elye/loaderviewlibrary,elye/loaderviewlibrary,elye,1
evant/gradle-retrolambda,evant/gradle-retrolambda,cahyofendhi,1
AriaLyy/Aria,AriaLyy/Aria,Losefeather,1
square/leakcanary,square/leakcanary,oynix,1
openhab/openhab1-addons,openhab/openhab1-addons,hefn,1
dropwizard/dropwizard,dropwizard/dropwizard,vvondra,1
YoKeyword/Fragmentation,YoKeyword/Fragmentation,Gundam0079,1
davemorrissey/subsampling-scale-image-view,davemorrissey/subsampling-scale-image-view,tranminhlan,1
libgdx/libgdx,libgdx/libgdx,khorinis91,1
square/retrofit,square/retrofit,mneckoee,1
tronprotocol/java-tron,tronprotocol/java-tron,yangboz,1
daimajia/AndroidViewHover,daimajia/AndroidViewHover,tahafarooqui,1
H07000223/FlycoTabLayout,H07000223/FlycoTabLayout,magic0908,1
WritingMinds/ffmpeg-android-java,WritingMinds/ffmpeg-android-java,sagartrehan,1
airbnb/native-navigation,airbnb/native-navigation,hotchemi,1
orientechnologies/orientdb,orientechnologies/orientdb,joshmalina,1
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,bdfy,1
Netflix/zuul,Netflix/zuul,holy12345,1
ReactiveX/RxJava,ReactiveX/RxJava,eventualbuddha,1
avast/android-butterknife-zelezny,avast/android-butterknife-zelezny,d3x773r,1
willowtreeapps/spruce-android,willowtreeapps/spruce-android,prscX,1
perwendel/spark,perwendel/spark,tauraamui,1
skylot/jadx,skylot/jadx,Ju5tDave,1
guolindev/booksource,guolindev/booksource,Chulinet,1
openzipkin/zipkin,openzipkin/zipkin,jcchavezs,1
eugenp/tutorials,eugenp/tutorials,christopherfranklin,1
scribejava/scribejava,scribejava/scribejava,graves501,1
firebase/quickstart-android,firebase/quickstart-android,satendrarocks,1
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,asardaes,1
bm-x/PhotoView,bm-x/PhotoView,xuekaiqi,1
cryptomator/cryptomator,cryptomator/cryptomator,AndreySu,1
ChrisRM/material-theme-jetbrains,ChrisRM/material-theme-jetbrains,artemirq,1
tronprotocol/java-tron,tronprotocol/java-tron,myrual,1
xuxueli/xxl-job,xuxueli/xxl-job,zhuSilence,1
gocd/gocd,gocd/gocd,JosephKiranBabu,1
shuzheng/zheng,shuzheng/zheng,liuxianfa520,1
brianway/java-learning,brianway/java-learning,457553067,1
wix/react-native-navigation,wix/react-native-navigation,marshome,1
dbeaver/dbeaver,dbeaver/dbeaver,dellasavia,1
Tencent/tinker,Tencent/tinker,mmd-panda,1
naman14/Timber,naman14/Timber,ghovmand,1
crazycodeboy/react-native-splash-screen,crazycodeboy/react-native-splash-screen,6axter82,1
moezbhatti/qksms,moezbhatti/qksms,Fabrice35,1
ctripcorp/apollo,ctripcorp/apollo,jqwang,1
MyCATApache/Mycat-Server,MyCATApache/Mycat-Server,xuanzi200,1
eclipse/jetty.project,eclipse/jetty.project,deridex,1
airbnb/lottie-android,airbnb/lottie-android,maxi182,1
dbeaver/dbeaver,dbeaver/dbeaver,fedelepiz,1
code4craft/webmagic,code4craft/webmagic,jqsl2012,1
openhab/openhab1-addons,openhab/openhab1-addons,martenss,1
prestodb/presto,prestodb/presto,rajivchodisetti,1
huburt-Hu/NewbieGuide,huburt-Hu/NewbieGuide,zhaoziliang01,1
airbnb/epoxy,airbnb/epoxy,vikrama,1
antlr/antlr4,antlr/antlr4,alainmarcel,1
XRecyclerView/XRecyclerView,XRecyclerView/XRecyclerView,AwinHe,1
journeyapps/zxing-android-embedded,journeyapps/zxing-android-embedded,pierreduchemin,1
SeleniumHQ/selenium,SeleniumHQ/selenium,ShilpaAJ,1
seven332/EhViewer,seven332/EhViewer,harryhzg,1
skylot/jadx,skylot/jadx,kristoof,1
weibocom/motan,weibocom/motan,ruijing,1
skylot/jadx,skylot/jadx,CrotchFrog,1
eclipse/jetty.project,eclipse/jetty.project,wakkow,1
zagum/Android-SwitchIcon,zagum/Android-SwitchIcon,zagum,1
square/retrofit,square/retrofit,mhkubaid,1
airbnb/lottie-android,airbnb/lottie-android,happymario,1
neo4j/neo4j,neo4j/neo4j,cloudhuang,1
material-components/material-components-android,material-components/material-components-android,dsn5ft,1
eclipse/jetty.project,eclipse/jetty.project,bkrieger,1
apache/ignite,apache/ignite,abeliak,1
apache/kafka,apache/kafka,viktorsomogyi,1
crazycodeboy/react-native-splash-screen,crazycodeboy/react-native-splash-screen,otoinsa,1
jeasonlzy/okhttp-OkGo,jeasonlzy/okhttp-OkGo,Ycocol,1
bumptech/glide,bumptech/glide,he4330937,1
hazelcast/hazelcast,hazelcast/hazelcast,mehmetsunkur,1
zhihu/Matisse,zhihu/Matisse,kinglin520,1
jgilfelt/android-sqlite-asset-helper,jgilfelt/android-sqlite-asset-helper,AlexandreLoub,1
asLody/VirtualApp,asLody/VirtualApp,liupeng110,1
prestodb/presto,prestodb/presto,anandantrendwise,1
wix/react-native-navigation,wix/react-native-navigation,adamski,1
square/retrofit,square/retrofit,wdeo3601,1
elastic/elasticsearch,elastic/elasticsearch,rupanjanbaidya,1
rstudio/rstudio,rstudio/rstudio,jennybc,1
square/okhttp,square/okhttp,denis-zhdanov,1
JakeWharton/butterknife,JakeWharton/butterknife,kassim,1
zxing/zxing,zxing/zxing,Humilton,1
google/ExoPlayer,google/ExoPlayer,HugoSaintLaurent,1
hyb1996/Auto.js,hyb1996/Auto.js,chr233,1
wix/react-native-navigation,wix/react-native-navigation,DiederikvandenB,1
react-native-community/react-native-camera,react-native-community/react-native-camera,radifans,1
json-path/JsonPath,json-path/JsonPath,michalbcz,1
jersey/jersey,jersey/jersey,kevinconaway,1
futuresimple/android-floating-action-button,futuresimple/android-floating-action-button,Ahsan221B,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,zhouze1992,1
CarGuo/GSYVideoPlayer,CarGuo/GSYVideoPlayer,548986,1
romandanylyk/PageIndicatorView,romandanylyk/PageIndicatorView,shuxinhuang,1
alibaba/fastjson,alibaba/fastjson,cqdavidwei,1
SeleniumHQ/selenium,SeleniumHQ/selenium,Venkatabalaji90,1
facebook/stetho,facebook/stetho,heronghua,1
yhaolpz/FloatWindow,yhaolpz/FloatWindow,yuyu06,1
confluentinc/ksql,confluentinc/ksql,sfrehse,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,GhaTMA,1
apache/kafka,apache/kafka,wlsc,1
chennaione/sugar,chennaione/sugar,pdivita,1
BaronZ88/MinimalistWeather,BaronZ88/MinimalistWeather,csrbzhb,1
Microsoft/malmo,Microsoft/malmo,Alex-2Pi,1
alibaba/druid,alibaba/druid,helloworlde,1
react-native-community/react-native-camera,react-native-community/react-native-camera,seegurkegr,1
pmd/pmd,pmd/pmd,ben-manes,1
novoda/android-demos,novoda/android-demos,danybony,1
JessYanCoding/MVPArms,JessYanCoding/MVPArms,cxmmxc,1
objectbox/objectbox-java,objectbox/objectbox-java,Oo121oO,1
elastic/elasticsearch,elastic/elasticsearch,fpompermaier,1
MindorksOpenSource/android-interview-questions,MindorksOpenSource/android-interview-questions,AdityaAnand1,1
bazelbuild/bazel,bazelbuild/bazel,iphydf,1
bumptech/glide,bumptech/glide,pranavmoyal,1
stephanenicolas/robospice,stephanenicolas/robospice,stephanenicolas,1
keycloak/keycloak,keycloak/keycloak,k-tamura,1
junit-team/junit5,junit-team/junit5,catalin-cretu,1
wasabeef/glide-transformations,wasabeef/glide-transformations,johnaziz57,1
square/picasso,square/picasso,foxcode7,1
xuxueli/xxl-job,xuxueli/xxl-job,dhyang,1
google/ExoPlayer,google/ExoPlayer,jboisjo,1
chrisjenx/Calligraphy,chrisjenx/Calligraphy,chrisfoulds,1
square/retrofit,square/retrofit,demo-Ashif,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,ako2345,1
sparklemotion/nokogiri,sparklemotion/nokogiri,gogocurtis,1
libgdx/libgdx,libgdx/libgdx,shdwfghtr,1
cymcsg/UltimateRecyclerView,cymcsg/UltimateRecyclerView,cymcsg,1
react-native-community/react-native-camera,react-native-community/react-native-camera,chhornponleu,1
gitpitch/gitpitch,gitpitch/gitpitch,KalleDK,1
cryptomator/cryptomator,cryptomator/cryptomator,hb0,1
swagger-api/swagger-core,swagger-api/swagger-core,myok12,1
eirslett/frontend-maven-plugin,eirslett/frontend-maven-plugin,jlarroque,1
FinalTeam/RxGalleryFinal,FinalTeam/RxGalleryFinal,qq296216078,1
SeleniumHQ/selenium,SeleniumHQ/selenium,w0ut0,1
facebook/buck,facebook/buck,cwoodwar6,1
linkedin/rest.li,linkedin/rest.li,loloMui,1
lingochamp/FileDownloader,lingochamp/FileDownloader,yang0000meng,1
eugenp/tutorials,eugenp/tutorials,deep20jain,1
aws/aws-sdk-java,aws/aws-sdk-java,polarlights,1
apache/zeppelin,apache/zeppelin,sjoerdmulder,1
wix/react-native-navigation,wix/react-native-navigation,mwildehahn,1
elastic/elasticsearch,elastic/elasticsearch,daboom,1
JakeWharton/butterknife,JakeWharton/butterknife,j796160836,1
Yalantis/Horizon,Yalantis/Horizon,cyorobert,1
codecentric/spring-boot-admin,codecentric/spring-boot-admin,kumarganesh2814,1
mockito/mockito,mockito/mockito,Budincsevity,1
arduino/Arduino,arduino/Arduino,oly99,1
objectbox/objectbox-java,objectbox/objectbox-java,hushengjun,1
google/physical-web,google/physical-web,bradmurray,1
brianway/java-learning,brianway/java-learning,cchangee,1
crazycodeboy/react-native-splash-screen,crazycodeboy/react-native-splash-screen,dreamsk,1
dbeaver/dbeaver,dbeaver/dbeaver,MohamedAmineB,1
SeleniumHQ/selenium,SeleniumHQ/selenium,jugglinmike,1
react-native-community/react-native-video,react-native-community/react-native-video,zkeyword,1
SeleniumHQ/selenium,SeleniumHQ/selenium,StephenPCG,1
deano2390/MaterialShowcaseView,deano2390/MaterialShowcaseView,grout-r,1
elastic/elasticsearch,elastic/elasticsearch,yiliaofan,1
dbeaver/dbeaver,dbeaver/dbeaver,arychand282,1
crate/crate,crate/crate,christianbader,1
square/javapoet,square/javapoet,yanzhenjie,1
gyf-dev/ImmersionBar,gyf-dev/ImmersionBar,ChristChild0830,1
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,pdfernhout,1
jeasonlzy/okhttp-OkGo,jeasonlzy/okhttp-OkGo,mmdet,1
gyf-dev/ImmersionBar,gyf-dev/ImmersionBar,amartcoder,1
MyCATApache/Mycat-Server,MyCATApache/Mycat-Server,K-Hades,1
wix/react-native-navigation,wix/react-native-navigation,aemdy,1
react-native-community/react-native-video,react-native-community/react-native-video,itinance,1
