Source,Target,Weight
mikepenz/FastAdapter,AllanWang,15
pockethub/PocketHub,Meisolsson,15
azkaban/azkaban,kunkun-tang,15
bazelbuild/bazel,excavador,15
h2oai/h2o-3,rpeck,15
apereo/cas,leleuj,15
alibaba/atlas,hwjump,15
gocd/gocd,akshaydewan,15
Blankj/AndroidUtilCode,yuzhiqiang1993,15
Graylog2/graylog2-server,kmerz,15
apache/flink,EronWright,14
netty/netty,slandelle,14
apache/hive,sankarh,14
bazelbuild/bazel,cushon,14
dbeaver/dbeaver,jerherder,14
google/guava,ronshapiro,14
spring-projects/spring-framework,snicoll,14
apache/zeppelin,necosta,14
elastic/elasticsearch,andyb-elastic,14
apache/hive,anishek,14
gocd/gocd,marques-work,14
facebook/buck,ttsugriy,14
google/closure-compiler,ChadKillingsworth,14
apache/beam,markflyhigh,14
dropwizard/dropwizard,FredDeschenes,14
FasterXML/jackson-databind,rwinch,14
AriaLyy/Aria,yangbiyao,14
jenkinsci/jenkins,jtnord,14
eclipse/che,ibuziuk,14
prestodb/presto,raghavsethi,14
cryptomator/cryptomator,overheadhunter,14
naman14/Timber,naman14,14
jMonkeyEngine/jmonkeyengine,pspeed42,14
jenkinsci/jenkins,mikecirioli,14
seven332/EhViewer,seven332,14
lettuce-io/lettuce-core,acmcelwee,14
apache/beam,vectorijk,14
MinecraftForge/MinecraftForge,Abastro,14
oracle/graal,vjovanov,14
HoraApps/LeafPic,dnldsht,14
luckybilly/CC,currer,14
square/javapoet,sormuras,14
apache/hive,jcamachor,14
LitePalFramework/LitePal,guolindev,14
scribejava/scribejava,kullfar,14
MinecraftForge/MinecraftForge,josephcsible,14
bazelbuild/bazel,rongjiecomputer,14
junit-team/junit5,codecov[bot],14
siacs/Conversations,daivat15,14
apache/beam,rangadi,14
abel533/Mapper,CarlJia,14
Alluxio/alluxio,elonake,14
bazelbuild/bazel,edbaunton,14
google/closure-compiler,blickly,14
xuxueli/xxl-job,xuxueli,14
languagetool-org/languagetool,f-knorr,14
lingochamp/FileDownloader,Jeffin21,13
apache/storm,srishtyagrawal,13
pqpo/SmartCropper,pqpo,13
jenkinsci/jenkins,LinuxSuRen,13
spring-projects/spring-framework,rstoyanchev,13
Freeyourgadget/Gadgetbridge,maufl,13
apache/zeppelin,matyix,13
Graylog2/graylog2-server,jalogisch,13
AltBeacon/android-beacon-library,davidgyoung,13
TechEmpower/FrameworkBenchmarks,daviddenton,13
neo4j/neo4j,OliviaYtterbrink,13
guolindev/booksource,guolindev,13
JanusGraph/janusgraph,twilmes,13
spring-projects/spring-boot,rstoyanchev,13
mikepenz/MaterialDrawer,FelixMittermeier,13
rest-assured/rest-assured,johanhaleby,13
AsyncHttpClient/async-http-client,coutoPL,13
SonarSource/sonarqube,teryk,13
keycloak/keycloak,patriot1burke,13
spring-projects/spring-boot,mederly,13
greenrobot/EventBus,greenrobot-team,13
eclipse/jetty.project,WalkerWatch,13
shwenzhang/AndResGuard,hehonghui,13
spring-projects/spring-petclinic,pivotal-issuemaster,13
neo4j/neo4j,ali-ince,13
eclipse/che,ashumilova,13
jenkinsci/jenkins,alonbl,13
spring-projects/spring-framework,jhoeller,13
google/auto,eamonnmcmanus,13
languagetool-org/languagetool,Discostu36,13
apache/kafka,lahabana,13
apache/storm,erikdw,13
robinhood/ticker,jinatonic,13
eclipse/jetty.project,ableasdale,13
oldmanpushcart/greys-anatomy,oldmanpushcart,13
elastic/elasticsearch,clintongormley,13
twosigma/beakerx,piorek,13
jOOQ/jOOQ,er1c,13
resilience4j/resilience4j,jansyk13,13
deeplearning4j/deeplearning4j,aleksei-ai,13
elastic/elasticsearch,spinscale,13
apache/beam,sduskis,13
apache/flink,dawidwys,12
square/javapoet,JakeWharton,12
gocd/gocd,yankurk,12
tronprotocol/java-tron,ruchern,12
apache/storm,satishd,12
google/ExoPlayer,xiaoyepadzhang,12
languagetool-org/languagetool,janschreiber,12
MinecraftForge/MinecraftForge,HoldYourWaffle,12
spring-cloud/spring-cloud-netflix,igorKryvenko,12
openzipkin/zipkin,Logic-32,12
spring-projects/spring-boot,spring-issuemaster,12
square/picasso,JakeWharton,12
netty/netty,tsegismont,12
uber/AutoDispose,kageiit,12
eclipse/che,davidfestal,12
bigbluebutton/bigbluebutton,tylercopeland,12
resilience4j/resilience4j,danielimre,12
pili-engineering/PLDroidPlayer,Flhawker,12
zaproxy/zaproxy,brittag,12
Graylog2/graylog2-server,no-response[bot],12
eclipse/jetty.project,jmcc0nn3ll,12
jenkinsci/jenkins,recena,12
apache/cassandra,jasobrown,12
guardianproject/haven,mig5,12
eugenp/tutorials,ramansahasi,12
apache/hive,alanfgates,12
spring-cloud/spring-cloud-netflix,brenuart,12
neo4j/neo4j,ragadeeshu,12
google/ExoPlayer,alexcohn,12
confluentinc/ksql,edenhill,12
apache/beam,XuMingmin,12
aws/aws-sdk-java,spfink,12
jenkinsci/jenkins,Wadeck,12
google/guava,jbduncan,12
realm/realm-java,lmdic,12
jersey/jersey,agherardi,12
openhab/openhab1-addons,oprobst,12
vert-x3/vertx-examples,tsegismont,12
zhihu/Matisse,HuanTanSheng,12
razerdp/BasePopup,razerdp,12
hyb1996/Auto.js,pboymt,12
woxingxiao/BubbleSeekBar,ankitKamboj121,12
google/ExoPlayer,marcbaechinger,12
tronprotocol/java-tron,jingyi2811,12
Alluxio/alluxio,minihippo,12
elastic/elasticsearch,jaymode,12
airbnb/lottie-android,alexjlockwood,12
CarGuo/GSYVideoPlayer,YinWeiLF,12
Freeyourgadget/Gadgetbridge,danielegobbetti,12
apereo/cas,marqc,12
bumptech/glide,TWiStErRob,12
sparklemotion/nokogiri,chewi,12
elastic/elasticsearch,danielmitterdorfer,12
bazelbuild/bazel,steeve,12
crate/crate,mikethebeer,12
keycloak/keycloak,pedroigor,12
bazelbuild/bazel,googlebot,12
elastic/elasticsearch,catalin-ursachi,12
square/moshi,JakeWharton,12
kabouzeid/Phonograph,doompadee,12
hibernate/hibernate-orm,dreab8,12
johncarl81/parceler,johncarl81,12
testcontainers/testcontainers-java,AnkBurov,12
chanjarster/weixin-java-tools,chanjarster,11
zouzg/mybatis-generator-gui,zouzg,11
web3j/web3j,benjumanji,11
apache/beam,rniemo-g,11
confluentinc/ksql,rmoff,11
square/leakcanary,JakeWharton,11
google/ExoPlayer,eneim,11
SeleniumHQ/selenium,Xaeroxe,11
skylot/jadx,sergey-wowwow,11
facebook/buck,thalescm,11
react-native-community/react-native-camera,tirrorex,11
OpenTSDB/opentsdb,johann8384,11
apache/zeppelin,mohamagdy,11
neo4j/neo4j,henriknyman,11
apache/groovy,danielsun1106,11
wix/react-native-navigation,anonrig,11
Freeyourgadget/Gadgetbridge,Gabicu,11
spring-cloud/spring-cloud-netflix,galovics,11
guardianproject/haven,glenn-sorrentino,11
neo4j/neo4j,jimwebber,11
zwwill/yanxuan-weex-demo,zwwill,11
spring-projects/spring-boot,dreis2211,11
ethereum/ethereumj,coveralls,11
thingsboard/thingsboard,ikulikov,11
apache/rocketmq,lindzh,11
vespa-engine/vespa,andreer,11
b3log/solo,88250,11
netty/netty,ivankelly,11
orientechnologies/orientdb,metametametameta,11
bumptech/glide,SUPERCILEX,11
eugenp/tutorials,eugenp,11
jenkinsci/jenkins,Jimilian,11
processing/processing,codeanticode,11
neo4j/neo4j,andrewkerr9000,11
permissions-dispatcher/PermissionsDispatcher,hotchemi,11
rzwitserloot/lombok,Maaartinus,11
deeplearning4j/deeplearning4j,tomthetrainer,11
apache/ignite,ptupitsyn,11
eclipse/che,alu0100825510,11
spring-projects/spring-boot,acogoluegnes,11
SonarSource/sonarqube,janos-ss,11
mongodb/mongo-java-driver,rozza,11
dbeaver/dbeaver,efradkin,11
hazelcast/hazelcast,Danny-Hazelcast,11
crazyandcoder/citypicker,crazyandcoder,11
elastic/elasticsearch,rneatherway,11
SonarSource/sonarqube,vilchik-elena,11
mongodb/mongo-java-driver,fhassak,11
oldmanpushcart/greys-anatomy,whitelilis,11
apereo/cas,dima767,11
wix/react-native-navigation,ReggaePanda,11
vespa-engine/vespa,jobergum,11
zaproxy/zaproxy,LuigiCasciaro,11
eclipse/che,VinHou,10
skylot/jadx,enovella,10
TechEmpower/FrameworkBenchmarks,Kozzi11,10
moezbhatti/qksms,MyNameIsCosmo,10
ethereum/ethereumj,mkalinin,10
crate/crate,fanwu72,10
jMonkeyEngine/jmonkeyengine,mitm001,10
apache/kafka,mageshn,10
jMonkeyEngine/jmonkeyengine,DomenicDev,10
processing/processing,JakubValtar,10
cryptomator/cryptomator,tobihagemann,10
pmd/pmd,MatiasComercio,10
redisson/redisson,hans123456,10
vespa-engine/vespa,zhengzhejun,10
google/ExoPlayer,wvpaf,10
javaparser/javaparser,malteskoruppa,10
apache/kafka,brandonkirchner,10
square/okhttp,mattsheppard,10
ReactiveX/RxAndroid,JakeWharton,10
libgdx/libgdx,Tom-Ski,10
arduino/Arduino,kengdahl,10
apereo/cas,arbner,10
thingsboard/thingsboard,ashvayka,10
naver/pinpoint,minwoo-jung,10
alibaba/jvm-sandbox,oldmanpushcart,10
azkaban/azkaban,reallocf,10
openhab/openhab1-addons,ThKern,10
pqpo/SmartCropper,TopTime1,10
testcontainers/testcontainers-java,npetzall,10
apache/beam,coheigea,10
auth0/java-jwt,qwertukg,10
apache/kafka,soenkeliebau,10
jMonkeyEngine/jmonkeyengine,JavaSaBr,10
facebook/buck,styurin,10
TeamNewPipe/NewPipe,coffeemakr,10
orientechnologies/orientdb,weickdev,10
apache/ignite,vveider,10
google/ExoPlayer,giladna,10
pwittchen/ReactiveNetwork,pwittchen,10
SeleniumHQ/selenium,cgoldberg,10
SonarSource/sonarqube,gjambet,10
apache/kafka,jklukas,10
eugenp/tutorials,evandor,10
flyway/flyway,andrevanzuydam,10
apache/kafka,jeyhunkarimov,10
runelite/runelite,oplosthee,10
apache/flink,eastcirclek,10
twosigma/beakerx,markhalonen,10
apache/zookeeper,afine,10
thingsboard/thingsboard,pushkar31,10
apache/kylin,yiming187,10
MinecraftForge/MinecraftForge,diesieben07,10
square/okhttp,JohnSolstice,10
apache/flink,shuai-xu,10
netty/netty,amizurov,10
elastic/elasticsearch,talevy,10
elastic/elasticsearch,fred84,10
keycloak/keycloak,Joe32,10
Activiti/Activiti,erdemedeiros,10
runelite/runelite,Dreyri,10
yhaolpz/FloatWindow,yhaolpz,10
immutables/immutables,nezda,10
tronprotocol/java-tron,jromero,10
apache/flink,pluppens,10
apache/rocketmq,coveralls,10
owncloud/android,PVince81,10
hazelcast/hazelcast,taburet,10
CarGuo/GSYVideoPlayer,Born-alone,10
apache/kafka,rodesai,10
googlesamples/easypermissions,mgolebiowski95,10
ben-manes/caffeine,ben-manes,10
btraceio/btrace,dcapwell,10
DylanVann/react-native-fast-image,DylanVann,10
facebook/fresco,foghina,10
rabbitmq/rabbitmq-tutorials,michaelklishin,10
mikepenz/MaterialDrawer,abumoallim,10
apache/flink,dyanarose,10
ximsfei/Android-skin-support,ximsfei,10
bigbluebutton/bigbluebutton,prlanzarin,10
orientechnologies/orientdb,lightjiao,10
bazelbuild/bazel,werkt,10
alibaba/druid,wuyan2018,10
sohutv/cachecloud,geekyijun,10
MinecraftForge/MinecraftForge,Managarmr719,10
ACRA/acra,MFlisar,10
apache/kafka,rondagostino,9
apache/ignite,artemmalykh,9
eclipse/che,sunix,9
mybatis/mybatis-3,christianpoitras,9
apache/ignite,DmitriyGovorukhin,9
runelite/runelite,Unmoon,9
vert-x3/vertx-examples,jponge,9
jfoenixadmin/JFoenix,mayuso,9
google/ExoPlayer,chariotsystems,9
Graylog2/graylog2-server,kroepke,9
lingochamp/FileDownloader,Pluckypan,9
gocd/gocd,ibnc,9
apache/kafka,fredfp,9
hankcs/HanLP,TylunasLi,9
jenkinsci/jenkins,tfennelly,9
ityouknow/spring-boot-examples,lzhp,9
eclipse/che,azatsarynnyy,9
twosigma/beakerx,rbidas,9
Activiti/Activiti,ffazzini,9
Alluxio/alluxio,LuQQiu,9
elastic/elasticsearch,adityasrini,9
luojilab/DDComponentForAndroid,mqzhangw,9
Jasonchenlijian/FastBle,4what2do,9
apache/beam,holdenk,9
spring-cloud/spring-cloud-netflix,cleversonledur,9
jamesdbloom/mockserver,jimkohl,9
bigbluebutton/bigbluebutton,Gcampes,9
TeamNewPipe/NewPipe,justanidea,9
apache/flink,yew1eb,9
zo0r/react-native-push-notification,amazingmarvin,9
square/okhttp,johan12345,9
bazelbuild/bazel,jart,9
bazelbuild/bazel,ola-rozenfeld,9
vespa-engine/vespa,tokle,9
elastic/elasticsearch,imotov,9
bluelinelabs/Conductor,serjooo,9
guardianproject/haven,xloem,9
termux/termux-app,sdrausty,9
spring-projects/spring-boot,sdeleuze,9
google/closure-compiler,myphysicslab,9
spring-projects/spring-boot,sriki77,9
SeleniumHQ/selenium,luke-hill,9
signalapp/Signal-Android,moxie0,9
MinecraftForge/MinecraftForge,SirWindfield,9
wix/react-native-navigation,michael-gillett,9
spring-projects/spring-boot,lukaseder,9
square/okhttp,asarkar,9
react-native-community/react-native-svg,ulisinn,9
alibaba/druid,lihengming,9
TeamNewPipe/NewPipe,Hashik-Donthineni,9
xetorthio/jedis,OndraZizka,9
swagger-api/swagger-core,derekm,9
apache/kafka,qiao-meng-zefr,9
processing/processing,gohai,9
MinecraftForge/MinecraftForge,Madsthunder,9
uber/AutoDispose,VisheshVadhera,9
spring-projects/spring-boot,spencergibb,9
objectbox/objectbox-java,Gaket,9
btraceio/btrace,saaavsaaa,9
oracle/opengrok,tuxillo,9
tronprotocol/java-tron,xiechang33,9
h2oai/h2o-3,ledell,9
guardianproject/haven,pk-development,9
neo4j/neo4j,yuri-karkh,9
prestodb/presto,dain,9
google/ExoPlayer,botaydotcom,9
apache/zookeeper,lvfangmin,9
elastic/elasticsearch,ripjarphil,9
square/okhttp,aaronjwood,9
apache/beam,szewi,9
apache/groovy,jespersm,9
wix/react-native-navigation,jakewtaylor,9
java-native-access/jna,cosmicdan,9
openhab/openhab1-addons,J-N-K,9
dropwizard/dropwizard,evnm,9
requery/requery,npurushe,9
MinecraftForge/MinecraftForge,thiakil,9
spring-projects/spring-boot,erlioniel,9
siacs/Conversations,Elmi77,9
dropwizard/dropwizard,sam-berry,9
elastic/elasticsearch,rpedela,9
react-native-community/react-native-camera,paiou,9
oracle/graal,chumer,9
realm/realm-java,AshishChagugule,9
evrencoskun/TableView,elriczhan,9
MinecraftForge/MinecraftForge,PaleoCrafter,9
alibaba/canal,wingerx,9
JakeWharton/ThreeTenABP,feinstein,8
eclipse/che,bdshadow,8
eugenp/tutorials,dasmamata,8
zhihu/Matisse,Hoisa,8
react-native-community/react-native-svg,Nexuist,8
MinecraftForge/MinecraftForge,support[bot],8
twosigma/beakerx,jpallas,8
bazelbuild/bazel,sergiocampama,8
wix/react-native-navigation,witalobenicio,8
SonarSource/sonarqube,ehartmann,8
spring-projects/spring-boot,Jcamilorada,8
spring-projects/spring-boot,michael-simons,8
elastic/elasticsearch,nknize,8
apache/flink,uce,8
termux/termux-app,Quasic,8
apache/groovy,asfgit,8
btraceio/btrace,jbachorik,8
eclipse/che,Rijul5,8
scwang90/SmartRefreshLayout,liufsd,8
openhab/openhab1-addons,lewie,8
swagger-api/swagger-core,lipgnick2017,8
CarGuo/GSYVideoPlayer,androidTH,8
keycloak/keycloak,velias,8
google/guice,ronshapiro,8
google/google-authenticator,ThomasHabets,8
google/guava,wltjr,8
tronprotocol/java-tron,shodderRAN,8
elastic/elasticsearch,gnukev,8
deeplearning4j/deeplearning4j,treo,8
Netflix/ribbon,qiangdavidliu,8
runelite/runelite,Kamielvf,8
pushtorefresh/storio,nikitin-da,8
naman14/Timber,EthanArmbrust,8
TechEmpower/FrameworkBenchmarks,fafhrd91,8
pushtorefresh/storio,geralt-encore,8
google/gson,amogilev,8
bytedeco/javacv,SunnyYSSC,8
elastic/elasticsearch,polyfractal,8
moezbhatti/qksms,jtsurf18,8
apache/kafka,gavrie,8
lipangit/JiaoZiVideoPlayer,mmmlee,8
apache/groovy,paulk-asert,8
bluelinelabs/Conductor,PavelKorolev,8
SonarSource/sonarqube,ganncamp,8
javaparser/javaparser,dhardtke,8
apache/storm,hmcc,8
alibaba/fastjson,ghostjuneyao,8
ctripcorp/apollo,WesleySugarFree,8
TeamNewPipe/NewPipe,Cormak,8
bazelbuild/bazel,pmuetschard,8
bluelinelabs/Conductor,miquelbeltran,8
bytedeco/javacv,Tatsukyo,8
amirzaidi/Launcher3,AxiK101,8
elastic/elasticsearch,matarrese,8
TeamNewPipe/NewPipe,TheAssassin,8
dropwizard/dropwizard,nickbabcock,8
ethereum/ethereumj,ajlopez,8
googlesamples/easypermissions,SUPERCILEX,8
crate/crate,Autophagy,8
hyb1996/Auto.js,xwj1612,8
weibocom/motan,hank-whu,8
wix/react-native-navigation,kibot914,8
Activiti/Activiti,igdianov,8
jMonkeyEngine/jmonkeyengine,jmecn,8
rstudio/rstudio,jjallaire,8
apache/rocketmq,vongosling,8
GrenderG/Toasty,GrenderG,8
hibernate/hibernate-orm,yrodiere,8
zaproxy/zaproxy,juhakivekas,8
sparklemotion/nokogiri,jvshahid,8
h2oai/h2o-3,nikhilshekhar,8
Justson/AgentWeb,Duanjiadong,8
lipangit/JiaoZiVideoPlayer,guoyongxing,8
siacs/Conversations,Sortland,8
aws/aws-sdk-java,kiiadi,8
neo4j/neo4j,phughk,8
facebook/litho,passy,8
MinecraftForge/MinecraftForge,primetoxinz,8
lovetuzitong/MultiImageSelector,gdky005,8
TechEmpower/FrameworkBenchmarks,boazsegev,8
Alluxio/alluxio,itxx00,8
apache/beam,pgerv12,8
apache/storm,dujiashu,8
eugenp/tutorials,xenteros,8
medcl/elasticsearch-analysis-ik,medcl,8
facebook/litho,IanChilds,8
netty/netty,jaymode,8
junit-team/junit5,nikowitt,8
apache/beam,mairbek,8
bazelbuild/bazel,jmillikin-stripe,8
languagetool-org/languagetool,FredKruse,8
OpenRefine/OpenRefine,ettorerizza,8
prestodb/presto,anusudarsan,8
vavr-io/vavr,nfekete,8
apache/flink,cjolif,8
springfox/springfox,kasecato,8
gocd/gocd,kierarad,8
wix/react-native-navigation,pqkluan,8
OpenRefine/OpenRefine,tcbuzor,8
google/ExoPlayer,weizhaoj,8
code4craft/webmagic,code4craft,8
ffay/lanproxy,ffay,8
pili-engineering/PLDroidPlayer,YancyYe,8
elastic/elasticsearch,brusic,8
realm/realm-java,kneth,8
signalapp/Signal-Android,FeuRenard,8
jMonkeyEngine/jmonkeyengine,MeFisto94,8
prestodb/presto,visualage,8
apache/kafka,asfgit,8
evernote/android-job,faizwaghoo,8
spring-cloud/spring-cloud-netflix,tcawley,8
apache/hadoop,dchuyko,8
airbnb/epoxy,mradzinski,8
google/gson,NightlyNexus,8
grpc/grpc-java,xiaoshuang-lu,8
apache/zookeeper,Randgalt,7
deeplearning4j/deeplearning4j,yanbowang,7
prestodb/presto,danfrankj,7
zjw-swun/AppMethodOrder,zjw-swun,7
openzipkin/zipkin,raphw,7
TeamNewPipe/NewPipe,wojcik-online,7
react-native-community/react-native-camera,mckn,7
stanfordnlp/CoreNLP,ryan-gilbert,7
tronprotocol/java-tron,githubbrunob,7
eclipse/jetty.project,mobile-bit,7
apache/flink,florianschmidt1994,7
apache/kafka,rlenferink,7
sockeqwe/mosby,sockeqwe,7
lipangit/JiaoZiVideoPlayer,weiwenhuaming01,7
keycloak/keycloak,abstractj,7
realm/realm-java,bmunkholm,7
hazelcast/hazelcast,gokhanoner,7
shwenzhang/AndResGuard,lhalcyon,7
JanusGraph/janusgraph,dpitera,7
bazelbuild/bazel,benjaminp,7
JanusGraph/janusgraph,pankajydv,7
DylanVann/react-native-fast-image,brunolemos,7
spring-projects/spring-boot,hcxin,7
keycloak/keycloak,tnorimat,7
davemorrissey/subsampling-scale-image-view,tibbi,7
eugenp/tutorials,adrianprecub,7
CarGuo/GSYVideoPlayer,mahmoudelfeel,7
react-native-community/react-native-svg,msageryd,7
google/auto,weidox,7
keycloak/keycloak,junezhang,7
wix/react-native-navigation,sijad,7
realm/realm-java,yuvaraj119,7
eugenp/tutorials,krishan-gandhi2,7
tronprotocol/java-tron,bonjovi3,7
didi/VirtualAPK,XiuLin,7
bazelbuild/bazel,cvcal,7
SeleniumHQ/selenium,kool79,7
spring-projects/spring-boot,rwinch,7
grpc/grpc-java,thelinuxfoundation,7
LMAX-Exchange/disruptor,mikeb01,7
eclipse/che,GhostCyborg,7
Polidea/RxAndroidBle,GuillaumeBo,7
evrencoskun/TableView,theapache64,7
facebook/buck,raviagarwal7,7
ittianyu/BottomNavigationViewEx,ittianyu,7
bazelbuild/bazel,mikelikespie,7
TeamNewPipe/NewPipe,moshpirit,7
ctripcorp/apollo,codecov-io,7
google/closure-compiler,syranide,7
apache/kafka,huxihx,7
bigbluebutton/bigbluebutton,capilkey,7
javaparser/javaparser,nguyentruongtho,7
apache/kafka,mimaison,7
JakeWharton/butterknife,joisephine,7
aws/aws-sdk-java,dagnir,7
lipangit/JiaoZiVideoPlayer,RyomaFYx,7
realm/realm-java,realm-ci,7
google/guice,blling,7
react-native-community/react-native-camera,egunsoma,7
realm/realm-java,mlostekk,7
apache/cordova-android,codecov-io,7
spockframework/spock,codecov[bot],7
Tencent/GT,svengong,7
CymChad/BaseRecyclerViewAdapterHelper,AngelBo,7
tronprotocol/java-tron,good-stuey,7
twosigma/beakerx,eyadsibai,7
bazelbuild/bazel,drigz,7
vert-x3/vertx-examples,vietj,7
SeleniumHQ/selenium,deals4kr,7
naver/pinpoint,yanpeng-ali,7
reactive-streams/reactive-streams-jvm,jroper,7
mockito/mockito,codecov-io,7
realm/realm-java,defaultbr,7
wix/react-native-navigation,alien3d,7
apache/flink,jelmerk,7
redisson/redisson,ajayrayapati,7
react-native-community/react-native-camera,wassgha,7
bumptech/glide,arunramya,7
apereo/cas,fjollberg,7
iBotPeaches/Apktool,ProsAnon,7
tronprotocol/java-tron,JusticeForMikeBrown,7
neo4j/neo4j,ikwattro,7
keycloak/keycloak,tkyjovsk,7
LitePalFramework/LitePal,xiexin52k,7
skylot/jadx,mingyuan-xia,7
lipangit/JiaoZiVideoPlayer,w0080626,7
deeplearning4j/deeplearning4j,liuyichaosoftware,7
react-native-community/react-native-svg,pacamara,7
apache/kafka,KoenDG,7
tronprotocol/java-tron,andydj,7
vespa-engine/vespa,knowmara,7
Freeyourgadget/Gadgetbridge,NotAFile,7
TheAlgorithms/Java,varunu28,7
square/okhttp,mgaido91,7
reactive-streams/reactive-streams-jvm,ktoso,7
netty/netty,doom369,7
googlesamples/easypermissions,guominfang,7
spring-cloud/spring-cloud-netflix,hellojukay,7
prestodb/presto,Yaliang,7
katzer/cordova-plugin-local-notifications,eiriko2303,7
bytedeco/javacpp,louxiu,7
facebook/buck,milend,7
mikepenz/AboutLibraries,QuadTriangle,7
apache/storm,kishorvpatil,7
eclipse/jetty.project,axeluhl,7
apache/kafka,lisa2lisa,7
Screetsec/TheFatRat,peterpt,7
TakuSemba/Spotlight,TakuSemba,7
jamesdbloom/mockserver,govindndr,7
alibaba/atlas,candledragle,7
apache/zeppelin,echarles,7
lipangit/JiaoZiVideoPlayer,yulonghuang,7
eclipse/jetty.project,lluismf,7
objectbox/objectbox-java,q979713444,7
YoKeyword/Fragmentation,colder112,7
JanusGraph/janusgraph,dmolesUC3,7
MinecraftForge/MinecraftForge,KnightMiner,7
bazelbuild/bazel,alexeagle,7
cryptomator/cryptomator,PhilZ-cwm6,7
junit-team/junit5,hisener,7
apache/hive,msydoron,7
confluentinc/ksql,mimaison,7
netty/netty,fenik17,7
TeamNewPipe/NewPipe,AndroidDeveloperLB,7
apache/ignite,tledkov-gridgain,7
lipangit/JiaoZiVideoPlayer,yanlianhanlin,7
confluentinc/ksql,ConfluentCLABot,7
Tencent/VasSonic,marlonlu,7
jenkinsci/jenkins,jacob-keller,7
elastic/elasticsearch,scottsom,7
ChrisRM/material-theme-jetbrains,azdanov,7
apache/hadoop,skmvasu,7
tbruyelle/RxPermissions,tbruyelle,7
siacs/Conversations,mikemaikaefer,7
grpc/grpc-java,snowp,7
apache/kafka,C0urante,7
TechEmpower/FrameworkBenchmarks,faustinoaq,7
