name,month,count,lifespan
500px/500px-android-blur,2017-08-01T00:00:00,2,438.5
81813780/AVLoadingIndicatorView,2017-09-01T00:00:00,1,6.0
ACRA/acra,2017-01-01T00:00:00,2,21368.0
ACRA/acra,2017-02-01T00:00:00,1,18000.0
ACRA/acra,2017-03-01T00:00:00,7,6358.5714285714284
ACRA/acra,2017-04-01T00:00:00,7,3230.4285714285716
ACRA/acra,2017-05-01T00:00:00,1,2509.0
ACRA/acra,2017-07-01T00:00:00,2,58627.5
ACRA/acra,2017-12-01T00:00:00,2,16381.5
AbrahamCaiJin/CommonUtilLibrary,2017-05-01T00:00:00,1,252.0
AbrahamCaiJin/CommonUtilLibrary,2017-06-01T00:00:00,1,0.0
AbrahamCaiJin/CommonUtilLibrary,2017-07-01T00:00:00,1,8056.0
Activiti/Activiti,2016-01-01T00:00:00,1,975102.0
Activiti/Activiti,2016-06-01T00:00:00,2,569633.0
Activiti/Activiti,2016-10-01T00:00:00,1,186403.0
Activiti/Activiti,2016-12-01T00:00:00,2,60190.0
Activiti/Activiti,2017-01-01T00:00:00,2,154708.5
Activiti/Activiti,2017-02-01T00:00:00,21,12789.714285714284
Activiti/Activiti,2017-03-01T00:00:00,14,44627.21428571429
Activiti/Activiti,2017-04-01T00:00:00,27,43111.740740740745
Activiti/Activiti,2017-05-01T00:00:00,13,35401.61538461539
Activiti/Activiti,2017-06-01T00:00:00,9,51989.888888888891
Activiti/Activiti,2017-07-01T00:00:00,43,2825.8604651162786
Activiti/Activiti,2017-08-01T00:00:00,46,4521.82608695652
Activiti/Activiti,2017-09-01T00:00:00,11,45805.272727272728
Activiti/Activiti,2017-10-01T00:00:00,16,6900.375
Activiti/Activiti,2017-11-01T00:00:00,8,15375.25
Activiti/Activiti,2017-12-01T00:00:00,15,3038.8
AigeStudio/WheelPicker,2017-03-01T00:00:00,1,62321.0
AigeStudio/WheelPicker,2017-04-01T00:00:00,2,8392.5
Alluxio/alluxio,2014-12-01T00:00:00,1,1355450.0
Alluxio/alluxio,2016-03-01T00:00:00,3,896817.33333333337
Alluxio/alluxio,2016-04-01T00:00:00,1,739298.0
Alluxio/alluxio,2016-05-01T00:00:00,2,808329.5
Alluxio/alluxio,2016-07-01T00:00:00,1,447565.0
Alluxio/alluxio,2016-09-01T00:00:00,1,625643.0
Alluxio/alluxio,2016-10-01T00:00:00,2,120550.0
Alluxio/alluxio,2016-12-01T00:00:00,8,37310.875
Alluxio/alluxio,2017-01-01T00:00:00,188,3509.8670212765951
Alluxio/alluxio,2017-02-01T00:00:00,120,10928.300000000003
Alluxio/alluxio,2017-03-01T00:00:00,195,5272.8512820512833
Alluxio/alluxio,2017-04-01T00:00:00,254,7946.7952755905517
Alluxio/alluxio,2017-05-01T00:00:00,250,5216.4079999999994
Alluxio/alluxio,2017-06-01T00:00:00,210,3643.9952380952391
Alluxio/alluxio,2017-07-01T00:00:00,118,5119.7372881355941
Alluxio/alluxio,2017-08-01T00:00:00,147,3662.8979591836746
Alluxio/alluxio,2017-09-01T00:00:00,222,3935.23873873874
Alluxio/alluxio,2017-10-01T00:00:00,144,5276.6250000000009
Alluxio/alluxio,2017-11-01T00:00:00,202,4726.5594059405948
Alluxio/alluxio,2017-12-01T00:00:00,101,3008.841584158416
AltBeacon/android-beacon-library,2015-04-01T00:00:00,1,1027992.0
AltBeacon/android-beacon-library,2017-03-01T00:00:00,5,77420.2
AltBeacon/android-beacon-library,2017-04-01T00:00:00,10,10606.8
AltBeacon/android-beacon-library,2017-05-01T00:00:00,7,8774.8571428571413
AltBeacon/android-beacon-library,2017-06-01T00:00:00,5,9919.6
AltBeacon/android-beacon-library,2017-07-01T00:00:00,2,4351.5
AltBeacon/android-beacon-library,2017-08-01T00:00:00,10,4904.9
AltBeacon/android-beacon-library,2017-09-01T00:00:00,4,22923.25
AltBeacon/android-beacon-library,2017-10-01T00:00:00,2,3216.0
AltBeacon/android-beacon-library,2017-11-01T00:00:00,2,44535.5
AltBeacon/android-beacon-library,2017-12-01T00:00:00,5,3771.0
AntennaPod/AntennaPod,2016-05-01T00:00:00,1,778947.0
AntennaPod/AntennaPod,2016-08-01T00:00:00,1,330673.0
AntennaPod/AntennaPod,2016-09-01T00:00:00,1,277478.0
AntennaPod/AntennaPod,2016-12-01T00:00:00,2,71742.5
AntennaPod/AntennaPod,2017-01-01T00:00:00,1,134152.0
AntennaPod/AntennaPod,2017-02-01T00:00:00,2,74032.0
AntennaPod/AntennaPod,2017-03-01T00:00:00,4,100082.0
AntennaPod/AntennaPod,2017-04-01T00:00:00,16,20316.125
AntennaPod/AntennaPod,2017-05-01T00:00:00,3,11120.0
AntennaPod/AntennaPod,2017-06-01T00:00:00,3,95796.666666666657
AntennaPod/AntennaPod,2017-07-01T00:00:00,2,13.5
AntennaPod/AntennaPod,2017-08-01T00:00:00,2,39406.0
AntennaPod/AntennaPod,2017-09-01T00:00:00,4,26990.75
AntennaPod/AntennaPod,2017-10-01T00:00:00,16,14841.375
ApmeM/android-flowlayout,2015-11-01T00:00:00,1,855678.0
ApmeM/android-flowlayout,2016-01-01T00:00:00,1,749311.0
ApmeM/android-flowlayout,2016-02-01T00:00:00,1,719989.0
ApmeM/android-flowlayout,2016-03-01T00:00:00,1,656139.0
ApmeM/android-flowlayout,2017-06-01T00:00:00,1,1637.0
AriaLyy/Aria,2016-12-01T00:00:00,1,19941.0
AriaLyy/Aria,2017-01-01T00:00:00,3,357.33333333333337
ArthurHub/Android-Image-Cropper,2017-01-01T00:00:00,1,114420.0
ArthurHub/Android-Image-Cropper,2017-03-01T00:00:00,1,29149.0
ArthurHub/Android-Image-Cropper,2017-04-01T00:00:00,4,1554.7499999999998
ArthurHub/Android-Image-Cropper,2017-05-01T00:00:00,5,5681.0
ArthurHub/Android-Image-Cropper,2017-06-01T00:00:00,4,32831.75
ArthurHub/Android-Image-Cropper,2017-07-01T00:00:00,2,970.0
ArthurHub/Android-Image-Cropper,2017-08-01T00:00:00,2,10856.0
ArthurHub/Android-Image-Cropper,2017-09-01T00:00:00,1,7053.0
ArthurHub/Android-Image-Cropper,2017-10-01T00:00:00,4,30091.25
ArthurHub/Android-Image-Cropper,2017-11-01T00:00:00,5,28600.6
Ashok-Varma/BottomNavigation,2017-02-01T00:00:00,2,19462.5
Ashok-Varma/BottomNavigation,2017-03-01T00:00:00,4,46889.5
Ashok-Varma/BottomNavigation,2017-04-01T00:00:00,1,770.0
Aspsine/SwipeToLoadLayout,2017-04-01T00:00:00,1,846.0
AsyncHttpClient/async-http-client,2016-10-01T00:00:00,1,163796.0
AsyncHttpClient/async-http-client,2017-01-01T00:00:00,6,1490.0
AsyncHttpClient/async-http-client,2017-02-01T00:00:00,4,962.5
AsyncHttpClient/async-http-client,2017-03-01T00:00:00,8,1066.25
AsyncHttpClient/async-http-client,2017-04-01T00:00:00,6,577.0
AsyncHttpClient/async-http-client,2017-06-01T00:00:00,6,2082.1666666666665
AsyncHttpClient/async-http-client,2017-07-01T00:00:00,4,704.5
AsyncHttpClient/async-http-client,2017-08-01T00:00:00,2,448.0
AsyncHttpClient/async-http-client,2017-09-01T00:00:00,3,182.33333333333334
AsyncHttpClient/async-http-client,2017-10-01T00:00:00,3,172.33333333333334
AsyncHttpClient/async-http-client,2017-11-01T00:00:00,1,43715.0
Atmosphere/atmosphere,2016-12-01T00:00:00,1,20135.0
Atmosphere/atmosphere,2017-03-01T00:00:00,4,3644.25
Atmosphere/atmosphere,2017-04-01T00:00:00,1,674.0
Atmosphere/atmosphere,2017-05-01T00:00:00,2,31.5
Atmosphere/atmosphere,2017-07-01T00:00:00,1,54.0
Atmosphere/atmosphere,2017-11-01T00:00:00,1,5826.0
Atmosphere/atmosphere,2017-12-01T00:00:00,1,5611.0
Bearded-Hen/Android-Bootstrap,2017-04-01T00:00:00,1,1481.0
Bearded-Hen/Android-Bootstrap,2017-07-01T00:00:00,3,17081.666666666664
BelooS/ChipsLayoutManager,2017-01-01T00:00:00,1,7171.0
BelooS/ChipsLayoutManager,2017-05-01T00:00:00,1,135461.0
Bigkoo/Android-PickerView,2016-08-01T00:00:00,1,279250.0
Bigkoo/Android-PickerView,2016-09-01T00:00:00,1,221450.0
Bigkoo/Android-PickerView,2016-10-01T00:00:00,1,181354.0
Bigkoo/Android-PickerView,2016-11-01T00:00:00,1,349918.0
Bigkoo/Android-PickerView,2016-12-01T00:00:00,1,346677.0
Bigkoo/Android-PickerView,2017-02-01T00:00:00,5,4.0
Bigkoo/Android-PickerView,2017-03-01T00:00:00,5,372.2
Bigkoo/Android-PickerView,2017-05-01T00:00:00,1,4274.0
Bigkoo/Android-PickerView,2017-06-01T00:00:00,1,967.0
Bigkoo/Android-PickerView,2017-07-01T00:00:00,1,1050.0
Bigkoo/Android-PickerView,2017-08-01T00:00:00,5,230.0
Bigkoo/Android-PickerView,2017-09-01T00:00:00,2,5545.5
Bigkoo/Android-PickerView,2017-11-01T00:00:00,3,754.33333333333337
Bigkoo/Android-PickerView,2017-12-01T00:00:00,1,1.0
Blankj/AndroidUtilCode,2016-12-01T00:00:00,1,20082.0
Blankj/AndroidUtilCode,2017-01-01T00:00:00,6,1374.3333333333335
Blankj/AndroidUtilCode,2017-02-01T00:00:00,2,106166.5
Blankj/AndroidUtilCode,2017-03-01T00:00:00,3,13426.333333333334
Blankj/AndroidUtilCode,2017-04-01T00:00:00,7,27.571428571428577
Blankj/AndroidUtilCode,2017-05-01T00:00:00,8,21404.875
Blankj/AndroidUtilCode,2017-06-01T00:00:00,1,50586.0
Blankj/AndroidUtilCode,2017-07-01T00:00:00,5,767.80000000000007
Blankj/AndroidUtilCode,2017-08-01T00:00:00,3,1728.6666666666667
Blankj/AndroidUtilCode,2017-09-01T00:00:00,1,911.0
Blankj/AndroidUtilCode,2017-10-01T00:00:00,3,465.0
Blankj/AndroidUtilCode,2017-11-01T00:00:00,3,360.66666666666669
Blankj/AndroidUtilCode,2017-12-01T00:00:00,4,1654.2500000000002
BoltsFramework/Bolts-Android,2016-09-01T00:00:00,1,335396.0
BoltsFramework/Bolts-Android,2017-10-01T00:00:00,1,1.0
CalebFenton/simplify,2017-02-01T00:00:00,1,2430.0
CalebFenton/simplify,2017-08-01T00:00:00,1,1225.0
CarGuo/GSYVideoPlayer,2017-01-01T00:00:00,1,1.0
CarGuo/GSYVideoPlayer,2017-03-01T00:00:00,1,529.0
CarGuo/GSYVideoPlayer,2017-12-01T00:00:00,1,0.0
CellularPrivacy/Android-IMSI-Catcher-Detector,2015-12-01T00:00:00,1,892421.0
CellularPrivacy/Android-IMSI-Catcher-Detector,2016-01-01T00:00:00,2,864033.5
CellularPrivacy/Android-IMSI-Catcher-Detector,2016-06-01T00:00:00,1,306106.0
CellularPrivacy/Android-IMSI-Catcher-Detector,2016-08-01T00:00:00,1,219069.0
CellularPrivacy/Android-IMSI-Catcher-Detector,2016-10-01T00:00:00,1,113585.0
CellularPrivacy/Android-IMSI-Catcher-Detector,2017-02-01T00:00:00,1,33013.0
CellularPrivacy/Android-IMSI-Catcher-Detector,2017-04-01T00:00:00,1,1722.0
ChadCSong/ShineButton,2017-07-01T00:00:00,1,20.0
ChrisRM/material-theme-jetbrains,2016-12-01T00:00:00,5,112516.0
ChrisRM/material-theme-jetbrains,2017-01-01T00:00:00,3,33112.333333333336
